LCTL
CDCA3
ABTB2
UGCG
SLC9A6
CXCL10
LOC286002
GFRA1
TMEM39B
GPX7
CLSTN2
B3GNT3
NKX2-5
KIF12
CHST4
DTD1
KRT6C
RPRM
CCDC30
C16orf80
FAM54A
CLDN23
STEAP3
DCTN4
BTRC
RAD51L1
FUT8
CCDC74B
LILRA3
TRPV4
KIF2C
SLC4A8
CCDC74A
PRRT3
CIB2
TMBIM4
PHGR1
HHAT
C3orf58
FANCA
BCL2
DYNC1I1
C9orf64
MCCC2
DUSP7
FNIP1
SLC6A11
USP1
RAB30
OLIG1
ATP6V1E2
GDI2
MICAL3
TMEM144
KATNA1
LRRC50
DNAH17
GPSM2
LOC157381
EPB41L5
FAM120AOS
C16orf61
ST14
KIAA0040
ZIC1
WDR43
DDX26B
FAM161B
FBXL17
MDH1
INPP5J
SLC7A5
COL29A1
MAP4K4
NR1I2
CPLX1
PML
DNAH7
IL2RA
IFT88
HSD17B4
CTSC
IVD
TGM1
HDGF
S1PR2
SHC3
LPO
C3orf18
UNC13D
EMILIN3
MET
CHAC1
FBXO36
GALNT13
CHST6
PAPD7
C5orf46
SFRP5
PLB1
TBC1D22B
CORO1C
PGLYRP4
FBXL13
UPF0639
FAM150B
FAM58A
KRT81
SPRYD3
DGKG
C5orf36
TIMM8A
GLS2
LSR
CIRH1A
FAM72B
IL20
LOC400927
E2F2
HOXA1
SCPEP1
GNL2
CENPO
ARHGEF4
RNF182
PNPLA4
CXCL3
PIWIL4
XDH
TAPT1
PFDN2
SLC7A2
FAHD2A
PGGT1B
PLCD4
TUBA3E
LONRF2
TMC4
NR2E3
RCC2
TMBIM6
RUNX3
SPTBN4
CXCL16
NOSTRIN
RPUSD3
CPNE8
CDK17
C1orf135
NHSL1
TEAD4
SMO
CD58
BCAM
EPHB6
TMPRSS6
MOAP1
SERPINA11
KCTD3
C5orf23
GPR64
RSPH1
C12orf72
FAM49A
B3GNT4
ABCA13
NPB
GLI3
TGM5
SH3TC2
HRASLS
MGC72080
PHF5A
GBP1
C4orf34
LSM6
THPO
LOC643677
CKS1B
LOC100133669
KRT4
NCCRP1
LOC284276
BTG2
CREB3L2
TADA2B
RAD51AP1
FAM174A
ARHGAP21
ACR
LEFTY2
TSPAN13
SSH3
POC5
TUBB4
HKDC1
OSCP1
HEBP2
NCK1
S100A3
TBC1D7
EIF2C2
SUOX
FOLH1
NMB
MSH2
MELK
GSTP1
IGLON5
BTF3
POMC
ZCCHC18
SCLT1
MED30
ZBTB4
SAA4
GARS
TUBA3D
LOC100130148
DBF4
SERPINE2
RPS7
VAV3
SLC4A11
TCTN1
SYCP2L
ZNF462
KLF5
PRSS27
ATP8B1
BMP6
MPZL1
TMEM27
SLC35C1
C5orf15
ATP5C1
CISH
ANXA8L2
ORC6L
CEP55
TRMT11
DPH2
PLAGL1
APOBEC3B
GPT2
TMEM38A
STXBP6
ENPP6
TCEAL3
BUB1
KRT75
RSPO4
POU5F1B
SNRPG
CCDC150
MTAP
DNAJB11
LRBA
RAB11FIP3
ZNF259
PERP
COL22A1
RHBDF2
ANKMY1
RYR1
PRKCA
PHF15
RNF150
C6orf150
C1GALT1
C1orf187
UCA1
PCSK4
CEACAM19
ZNF587
PGPEP1
SEMA5B
BBOX1
TPBG
SCCPDH
TP53INP1
RDH10
C5orf30
RFC2
ZNF286A
TUBA1C
ARHGEF33
ACTG2
PLEKHF1
MEIS3P1
PHF19
RPP40
BTBD3
TTC39A
ICAM5
LOC255167
FBXO38
WWTR1
CHRNA9
CSAD
ACTR3
DCLRE1C
MTX3
STOX2
RALGAPA1
ASB16
ELP2
POLR2F
NEK11
NDUFA9
BRI3
SFRS12
CCNH
RAB6B
FUT4
TTC23L
SERPINA6
GPR19
SERPINB2
DCPS
TOMM5
ARL3
MPHOSPH10
LOC100128977
LSM2
MED13L
TENC1
RAD17
LTV1
NEK10
WDR77
RAET1K
GTSE1
ACBD7
RPF2
SYT9
C6orf145
HOXA11
MCM10
ANXA8
NDFIP1
SPG11
SLC16A6
OXER1
CEP120
NARF
FAM105B
ABCC10
CYB5R1
ZBTB7A
C4orf32
MCM3
KCTD14
FAM60A
SPOPL
AIF1L
TERT
ANLN
PGC
STC2
TET1
HJURP
C12orf11
PCDHB9
C17orf68
TRIM66
INPP4B
SOSTDC1
C15orf42
CCT4
ATP1B3
ADAMTS3
ZNF124
BHLHE40
CCNB2
WDR4
ALDH1A3
AGTPBP1
PGM1
IQCH
CCT6A
CGRRF1
CPSF3
POLN
TMEM200C
GIPR
STK32B
C1orf163
CYB5D1
HIF3A
DCBLD1
MAP7D3
NXNL2
GHRL
PENK
NOP58
ZNF280C
NUMA1
SLC6A16
CSPG4
NRBF2
COX4NB
C16orf71
PRIM2
BAK1
NPM3
ADD1
KIAA2013
NOS2
GMPR2
ATP10B
PRDX4
GPR63
CCNJ
USP30
KIAA0556
TRIP13
CYB5D2
AGBL2
EHBP1
ZNF385A
GAMT
POLI
RBM47
ZFYVE16
MLC1
KDM1A
SPRY3
MCM6
SH2D5
TTC13
MAML2
KIF13B
ERBB3
OXGR1
PLXNA1
ID4
NBR1
BAI2
TMEM65
C1orf168
MYST4
SH2D2A
KIAA1755
TRIM65
POLR2D
PTGS2
FAM127B
LOC645431
RMND1
KCNK15
COG7
LOC389033
STARD10
CEBPG
LCMT2
CYP7B1
ST18
KIN
CLEC7A
PAK3
MAST4
KIAA1949
TCEAL6
RAB17
TES
ZNF446
FIGN
PKDREJ
SNORA8
OPTN
SYNCRIP
ZNF442
GYLTL1B
RHEB
ARHGAP22
PPM1G
HTR7P1
RIPK4
PPP1R14B
KLK10
MFSD4
MGAT3
PYY
ARL4C
CCDC24
MARCO
TBX3
NUDT16
C2orf14
SLC10A4
CCNA1
ORM2
KCNB2
C1orf64
KLF11
SLC27A2
REM1
CDK16
IQCG
RABL3
FANCB
ULBP1
C10orf93
KIFC1
BECN1
HLA-DOB
PTH2R
COMMD10
PABPC4L
S100A10
C6orf142
SLC24A1
RAB6C
RMND5B
BAIAP3
RP1L1
GPRIN2
APBA1
FXYD6
PAPD4
NTSR1
RIN3
UMODL1
GRIA1
LAD1
KIAA1377
FAM89A
NUS1
C10orf116
BEND3
MREG
IRX6
CIB3
TFF1
ANGPT1
SLC19A2
SCNM1
BLM
C13orf34
LZTFL1
CACNA1F
KANK4
FBL
CDC7
NFKBIE
TMEM229B
XPNPEP1
TAF11
TRIM3
CCDC48
SPATA12
MPP2
CALU
SH3BGRL
XPA
DNMT3A
GPR125
PRNP
STK36
CSNK2A2
SLC25A13
CSNK1G3
SALL2
ATP11C
MTTP
ICAM1
C10orf79
SLC6A14
TRIM72
TYMS
ZNF286B
GATAD2A
C15orf41
TFAP2E
C1orf174
PWP2
S100A1
C21orf91
GART
VPS37B
TRIM69
CDC25B
CSNK1A1
POLR1C
PLK1
C2orf27A
IL6ST
MLXIP
COL4A4
TMEM9B
SCEL
MRPS9
AGGF1
NUDT3
C13orf18
KLHDC7B
NMI
FOXP4
C10orf26
SH3BP1
CHRNB4
REXO2
EFHC1
AIM2
MSLN
ACBD4
MYO5C
AQP5
TMEM206
ATRIP
SSRP1
PSRC1
IL15RA
ASB8
ALAD
PVRL2
QRICH2
FAM102A
MORC2
MRAP2
KCNK9
C10orf111
HEMK1
RRP1
ANKRD42
SMOC1
CBFB
KIF16B
DTNB
CCDC40
C1orf38
SNRPA1
SLC16A1
C17orf58
YTHDC2
CHAF1B
SYNJ2BP
CHRNA5
S100A11
ETV5
LRRC56
FOXP1
NUTF2
KLF14
AFF2
MRPS30
ZNF740
FLJ44606
C10orf82
CRY2
DERA
UGDH
YWHAQ
GHDC
THOC5
C10orf108
GLIPR1L2
C2orf77
NEK5
DTWD2
EFCAB6
FAM151B
FOXA1
C14orf182
HAUS8
FGFBP1
ANXA1
DUSP9
FAM179B
NPTX2
FAM72D
TCEAL4
TNFSF13B
CACNA1D
GTF3C2
YARS
BID
IGFBP4
DALRD3
KRT86
RAI2
PEX12
TPX2
TTLL9
LOC344595
SLC45A3
MMP12
MAN2B2
TMEM26
PITRM1
RBMS1
SH3KBP1
VPS72
MYB
PCSK9
APCDD1L
FAAH
PPM1J
GRPR
C5orf34
TRIT1
TRPM6
PUS7
KIAA1984
TCOF1
EPHA7
TPI1
GBP5
ZNF434
C8orf47
CCNA2
DEPDC1
DLL3
COX6C
PROM1
ANP32B
KCNA5
RGS11
DEPDC7
NXPH3
SYT8
TTC18
FAM101A
CMYA5
PPPDE2
DMD
ACOT4
CYP2A6
C6orf153
FPR2
CLDN9
AKR1B1
RNASE4
CACNA1H
HAAO
C22orf23
QDPR
NDRG2
COL4A3
HSPC159
GAPDH
ABLIM3
PRRT2
CD180
NAE1
C5orf53
VLDLR
APPL2
EPHA2
SEZ6L
RASGRF1
CCND1
GABBR2
XPC
MTPAP
NCALD
FBXL7
ELOVL1
FXYD5
ZCCHC10
C6orf167
KIAA1737
CHEK2
WDR12
CD300E
GTF3C5
METT5D1
HDC
NUBPL
GRIK1
AKR7L
KIF3A
SMG5
GALNT6
NFIL3
ITPR1
KIAA0319L
TMSB10
RNF175
MDP1
RERG
MURC
GABRE
EXO1
TET3
NES
ALK
CFLAR
GATAD1
LOC400759
RTN4RL1
C15orf39
SKA1
CUZD1
BMP2
ME2
TSHR
PNP
CAD
FRS2
LEPREL1
AGPAT4
GPR180
IL32
C14orf79
HR
FAM20A
PRKAB1
CTNNA2
ARMC9
SPSB4
CBX2
GSG2
ADCY6
MAP7D2
ADSL
MS4A8B
RARA
CHD1L
KDM2B
DCAF10
IL8
MORN1
PTDSS1
AHNAK
SLC39A9
SLURP1
MED8
PSMB4
GMDS
CPB1
UBA2
PNMA6A
IL23A
CCNG2
C14orf53
BCL2L14
PTK7
ULK4
PRR15
LOC285593
LYPD6
SH2B2
IVNS1ABP
PEX5L
GTDC1
ATP7B
ALX3
ZNF497
IQUB
MRPL15
SHFM1
ZNF814
SKA3
SLC10A3
NANOS1
C6orf106
IFFO2
TMEM128
CCNYL1
DSG3
ZC4H2
DUSP13
SCAMP1
IL27RA
SUPT5H
MTMR8
AK2
ZNF883
GLUL
PLIN5
ZBTB42
PNRC1
WDR52
HECTD2
JPH2
GUSBL2
CAMLG
MTSS1L
HOMER3
ZC3H12C
TMOD1
ASAH1
ERGIC1
UBE3B
AMFR
NHLRC4
PTP4A2
HNRNPH2
KLHDC9
SLC7A13
FAM100B
CST9L
C19orf51
FRMD3
CX3CL1
POLK
MASTL
NME5
KLK1
DCAF4
AAGAB
GPD1L
CNTD1
LOC154822
IRS1
ABCD1
PTPRT
STK38L
TTL
SLC6A10P
NDRG1
TMEM161B
FAT1
LTBR
ANKRD11
USP39
FAM57A
GNLY
ELOVL5
FARP2
ISY1
C3orf52
PBX1
MICALCL
ACTN4
TEX261
IRX1
E2F4
TRAF3IP1
RAD50
FAM13B
KRT23
KCNJ16
DNAJC14
NIPAL4
ADCY1
FAM196A
NCRNA00087
RHCG
ABCD3
FRY
GSTA1
POPDC3
RYR3
ARPC5
PPIP5K1
C2orf50
TNF
MRPL9
PNO1
PIM2
GHRH
PDCD2L
BMPR1B
SLC2A6
GALNS
MRPL37
CHST15
ORAI3
SIGLEC12
BCDIN3D
RALGPS1
GAR1
CCDC18
FNDC3B
LCA5L
ADAT2
SPHK1
DNAH5
RIBC1
RGS2
ATP1A1
GUSBL1
TUBA4A
CDC45
BTD
TPRN
FAM176A
SMC1B
GNG3
CD82
TRPV6
MPHOSPH6
FRMD4A
TCTN2
INCENP
TYRO3
PCBP4
PPP2R5D
GUSBP3
BRIX1
FGF10
PITPNM3
OPN3
C17orf51
MOGS
LOC221710
TRERF1
ABCF1
C3orf26
SMC6
NINJ1
MDFI
CYP2B7P1
NECAB3
TULP3
EZH1
RTKN
TUBA3C
SFXN5
TSPAN31
CCNB1IP1
KTI12
PTPLAD1
WDR91
PCBP3
COL4A3BP
TMEM232
C1orf21
PRPF38A
TXNDC5
U2AF1
IKBKB
DKK1
IL13RA2
ZNF844
FXYD7
TCF20
ASCL1
RAB5B
DCLRE1B
PABPC4
MLLT11
ARFIP2
PTCD2
CCDC159
FZD7
DIAPH3
SEH1L
EPCAM
MEIS3
GTPBP2
ANKRD24
KRT18
NR1I3
TRPV3
C5orf44
THTPA
BMS1
CACNA1A
NPNT
TOMM40
FOLR1
SGCG
PPARD
G6PC3
NCRNA00094
KIFC3
GPR139
PRRG1
C10orf25
ANKRD36BP1
OBFC2A
CYBRD1
R3HDM1
GREB1L
PAN2
DDOST
DMXL1
PLA2G10
LOC100190938
GPR81
ALG3
PPM1A
C17orf108
MSL3L2
CMBL
SUV39H1
TRIM8
ProSAPiP1
KCNC2
PJA2
LNP1
NCRNA00173
HECA
MUC4
LASS6
GLUD1
MLKL
PPP1R3C
LOC100132707
NECAB2
ZNF467
SEPT3
EAPP
PIPOX
MBD6
ORM1
MRPS27
RIMS3
SYT1
CASC4
MARVELD2
DLGAP5
TRMU
C19orf57
C10orf91
BACE2
PSPH
CCDC88A
CDCA4
TAGLN2
CMPK1
TIMM44
CHRM1
RBKS
ANKHD1-EIF4EBP3
MSH6
SFRP1
MRPS17
ZNF703
KIF1A
MYO7B
TXNL4B
RCC1
DUOX2
CRIP1
FLVCR2
SIGIRR
RNF103
WNK4
KCND3
THOC4
VNN3
SLC4A10
RPH3AL
LRRC14B
ITGA6
GALNT12
PIH1D2
IGDCC3
SF3B3
C14orf43
SPINK4
ZNF516
OSBPL3
C9orf106
DNER
RFWD3
CCDC90A
CCDC106
ZNF91
C1orf113
RLN2
EXT1
NFATC4
LOC401093
LRRC8C
OCEL1
SFXN2
BEND4
HMGCL
TCF15
SLC2A5
COG2
SNAI1
MRFAP1L1
CPA3
ZNF763
C16orf45
MYRIP
C7orf13
SNRPD1
ABI1
PRSS3
DSCR9
TREX2
SLC6A4
TMEM84
TMEM30B
SEMA3B
PRPF18
CTNNBIP1
BRD8
CALCOCO1
ZNF500
CBS
ZC3H18
CHST11
TINAGL1
PRSS23
FLJ36777
FAAH2
DMKN
ADRA2B
PDIA5
PTGFR
SLC5A11
SERPINB5
COQ3
CSK
DCLK2
PTGR2
PIGH
ROGDI
MAPRE2
MFAP1
FRAT1
LIMA1
LRRC8B
PTTG1
CORO6
CRIPAK
SHMT2
MADD
IL20RB
TMX4
ABCA2
ZNF92
VRK1
C1orf106
SPEG
ENPP1
SLC29A3
P2RY6
TMIE
ADM
KIAA1279
KCNIP1
FAM69C
FANK1
RBM5
SLC9A3R1
AVEN
BCMO1
TMED7
MFAP3
UGT2B4
C9orf117
CHIC1
GLT8D1
SLC26A1
NPAS1
GJB5
UCHL3
UFSP2
FGF9
ZC3H10
PPARGC1B
MS4A14
DOK1
VCAM1
DUOXA1
C15orf52
TUBB2B
RPP25
PRPF3
SERPINI1
PLEKHG4B
CLDN2
C21orf15
NCAPH
CDT1
ZNF441
MRPL47
PTGER3
LRRC6
KPNA4
NOXO1
SRF
TAP1
FAM26F
HOXD11
KIF18B
ROBO2
TCF19
PRKCQ
KITLG
CHAD
ZSWIM5
ELOVL4
SIKE1
B4GALT2
WDR90
CD38
N6AMT1
CFTR
PLCH1
MS4A2
KIF19
C5orf49
MED7
C14orf145
FOXN2
LIMK2
CST9
NOVA1
CA13
ATAD3A
CA9
MFHAS1
CECR7
INA
IGF1R
SLC14A2
C9orf68
UBE2C
SLC40A1
PKP1
MND1
PLEKHA9
MTHFD2
PTMA
JKAMP
RIPK3
ATP2B2
ERP44
CENPL
GZMB
TAOK2
ASF1A
ZNF799
CACNA1B
DSCC1
MAP3K1
SUMO3
CD97
APLF
ABCG1
LOC100133545
CHORDC1
STAC2
TMEM213
KHSRP
WDR25
FGF11
ADA
ZNF747
CDC20B
ACVR1B
CCL13
CLDN8
JMJD4
PIGQ
OTUD7B
PKIB
C2orf89
BUD13
CALHM1
CDCA5
PAQR8
FOXI3
ZNF563
CNGA3
SAT1
ATP5G3
TMEM100
NELL2
ABCA3
MIIP
CDKL3
SH3GLB2
POR
WDR3
LRRC37A3
SNTN
GPI
ATG9A
CACNG1
C20orf132
CABP4
ENDOU
CAPN14
RDX
MUC16
PLTP
FAM120A
C8orf86
CCDC65
UBD
DCUN1D5
CD46
FAM135A
TXNDC15
QPCT
LOC645323
EID1
C17orf104
KIF5C
DUOXA2
C4A
TNRC6C
KRT6B
B3GAT1
DBNDD2
TJP3
FBXO15
RCAN1
RAB12
C18orf10
TAF9B
PLIN2
REEP5
CST2
MCCD1
KCNK6
SPATA17
TRH
RHBDL1
MSH3
AKR7A3
SEMA3C
SCML2
HSDL2
GRHL1
GINS3
TTC36
LAMB2
NOL4
CCDC99
LOC115110
NRIP1
IL1RL2
ACTL6A
TFCP2L1
ENPP3
NSUN2
UXS1
CHCHD3
COPS7B
PATL1
GRLF1
BIRC5
PRSS53
MMP9
DYSF
MRPL39
C19orf21
ARF3
RNF122
DHX29
SLC45A1
DGAT2
SLC9A3
FAM134C
HEBP1
MBLAC2
CDHR4
AURKAPS1
KIF20A
CCDC138
C6orf154
PSMD7
LOC100128788
KRT17
CMAS
MAGOHB
DGCR9
CCT5
DNMBP
PRMT2
PTTG3P
DISC1
LOC153328
LRMP
SFN
TPH1
AP1G2
CCDC158
ZNF785
DDX18
GPR110
SYT17
C6orf162
LOC100170939
TPCN1
C19orf36
VEZF1
SLC25A19
ATG2B
ODF2L
KIF23
CCDC148
SUN2
NUP160
NOP16
ERI2
TRAF5
CXADRP3
AMZ1
HSD17B8
CTU2
NCAPG
CSAG3
ACSM3
ZBTB32
SUGT1L1
ACTB
PLAUR
CDK8
SVOPL
EFNA5
SLC25A35
C1orf112
CARD6
FLJ22536
CASZ1
MYBL2
LOC389333
FBLIM1
NUDT16P1
CCNDBP1
GFOD1
DHDPSL
CHRFAM7A
TLR9
IDO2
C11orf84
TLR2
SLC26A2
SNX22
LOC348926
CDYL2
PLEKHG2
HLA-F
NAMPT
MIER3
ZNF484
C14orf148
BCAT1
TTC25
RASEF
IQGAP3
RTN4R
ACN9
TMC3
LOC148696
LOC100129637
SFRS15
LIMD2
MEGF9
LOC400043
EMX1
RRAS2
YRDC
CLEC4F
GLYR1
PCDH19
EED
CASD1
TRAK1
EML2
TMEM41B
LRP2BP
CYP4A11
ADAMTSL5
CALR
ZNF20
JMJD5
SLC44A4
SAP30L
GOLGA2B
TNNI2
TRIM16
NTN4
ALPL
CPEB3
TMEM150C
LOC100134259
SLC35F3
WDR16
HEXIM2
IGFALS
KLHL30
CCDC11
DDX39
ST8SIA6
PROX1
C1orf59
IFNG
RNF138
P2RX4
PCDHB17
MMP1
