"","UP/DOWN","statistic","p.value","FDRp.value","path_name"
"P-hsa04919-99","UP",9.65828346782943,4.53991373053172e-22,2.1894288325135e-21,"Thyroid hormone signaling pathway: WNT4"
"P-hsa04724-66","DOWN",-9.63855241455006,5.50291153584036e-22,2.647041549035e-21,"Glutamatergic synapse: PLA2G4B"
"P-hsa04068-57","DOWN",-9.63465989383508,5.7155351539527e-22,2.74228745493997e-21,"FoxO signaling pathway: IL7R"
"P-hsa04010-66","DOWN",-9.59895608313906,8.08634040988184e-22,3.86989148187202e-21,"MAPK signaling pathway: TP53"
"P-hsa04340-31","UP",9.59143949141358,8.69776124507314e-22,4.15190842131227e-21,"Hedgehog signaling pathway: GLI1***"
"P-hsa04510-19 23","DOWN",-9.59036569259566,8.78876208954107e-22,4.18469991877641e-21,"Focal adhesion: VCL TLN1"
"P-hsa05031-98","UP",9.57935925471192,9.77758164951811e-22,4.64373244923949e-21,"Amphetamine addiction: FOS"
"P-hsa05164-20","UP",9.57264801209989,1.04337369868456e-21,4.94285115841471e-21,"Influenza A: ATF2"
"P-hsa04115-1","UP",9.56539987007889,1.11913698275875e-21,5.28841556588268e-21,"p53 signaling pathway: SIAH1"
"P-hsa04919-21 53","UP",9.56513142037441,1.12204518360618e-21,5.28883609157084e-21,"Thyroid hormone signaling pathway: THRA Triiodothyronine"
"P-hsa04115-36","UP",9.55573568071756,1.22868136377024e-21,5.77695799106006e-21,"p53 signaling pathway: EI24"
"P-hsa04961-5","UP",9.55466188189964,1.24148940580581e-21,5.82258531322923e-21,"Endocrine and other factor-regulated calcium reabsorption: TRPV5"
"P-hsa04068-51","DOWN",-9.54043404756213,1.42419965055243e-21,6.62977306311753e-21,"FoxO signaling pathway: BCL6"
"P-hsa04068-56","DOWN",-9.54043404756213,1.42419965055243e-21,6.62977306311753e-21,"FoxO signaling pathway: BCL6*"
"P-hsa05210-22","DOWN",-9.54070249726661,1.42051762412722e-21,6.62977306311753e-21,"Colorectal cancer: MYC"
"P-hsa05160-66","DOWN",-9.53667575169939,1.47675041786705e-21,6.85738560375885e-21,"Hepatitis C: GSK3B"
"P-hsa04970-21","DOWN",-9.50714628420644,1.96217460085509e-21,9.08898654618309e-21,"Salivary secretion: ITPR1"
"P-hsa04213-54","DOWN",-9.50660938479748,1.97232451372843e-21,9.1134994772279e-21,"Longevity regulating pathway - multiple species: SOD2*"
"P-hsa04620-86","DOWN",-9.50070349129889,2.08745992493237e-21,9.62180545251384e-21,"Toll-like receptor signaling pathway: IL12A"
"P-hsa04064-114","DOWN",-9.48083821316727,2.52573263396457e-21,1.16134176993077e-20,"NF-kappa B signaling pathway: BCL2A1*"
"P-hsa04068-48","DOWN",-9.47090557410146,2.77784744599093e-21,1.27103458748268e-20,"FoxO signaling pathway: FASLG"
"P-hsa05133-94","DOWN",-9.47090557410146,2.77784744599093e-21,1.27103458748268e-20,"Pertussis: IL12A"
"P-hsa04068-67","DOWN",-9.46097293503565,3.05482973547129e-21,1.3943699717139e-20,"FoxO signaling pathway: GABARAP"
"P-hsa05140-21","DOWN",-9.43654401192785,3.85771138657022e-21,1.75656955369071e-20,"Leishmaniasis: NFKB1"
"P-hsa04211-29","UP",9.42392687581723,4.35082033719316e-21,1.97630483113181e-20,"Longevity regulating pathway - mammal: EIF4E"
"P-hsa04662-36","DOWN",-9.42204772788586,4.42941052918204e-21,2.00714351515592e-20,"B cell receptor signaling pathway: CD79A"
"P-hsa04670-45","DOWN",-9.42016857995449,4.50940456437861e-21,2.03846818380103e-20,"Leukocyte transendothelial migration: PXN"
"P-hsa04911-25","DOWN",-9.39654500596013,5.64560936399237e-21,2.54595268433887e-20,"Insulin secretion: PRKCA"
"P-hsa05200-207","DOWN",-9.39627655625565,5.66002621308671e-21,2.54633313567162e-20,"Pathways in cancer: CDK4"
"P-hsa04068-52","DOWN",-9.38714926630329,6.17247049164646e-21,2.77022838333224e-20,"FoxO signaling pathway: CAT"
"P-hsa04064-136","DOWN",-9.38527011837192,6.28353603644348e-21,2.81334453564868e-20,"NF-kappa B signaling pathway: TNFSF13B*"
"P-hsa05200-224","DOWN",-9.37533747930611,6.90426140653597e-21,3.07657824196235e-20,"Pathways in cancer: MYC***"
"P-hsa05221-12","DOWN",-9.37533747930611,6.90426140653597e-21,3.07657824196235e-20,"Acute myeloid leukemia: MYC"
"P-hsa04115-19","UP",9.3611096449686,7.90039221119029e-21,3.51211748535379e-20,"p53 signaling pathway: RFWD2"
"P-hsa04068-49","DOWN",-9.34473421299524,9.22374638539145e-21,4.0907206191476e-20,"FoxO signaling pathway: BCL2L11"
"P-hsa05130-26","DOWN",-9.34366041417731,9.31780751651381e-21,4.12269030683488e-20,"Pathogenic Escherichia coli infection: CTNNB1"
"P-hsa05200-146 147","DOWN",-9.33507002363391,1.01050409062708e-20,4.43959174242717e-20,"Pathways in cancer: RARB RXRA"
"P-hsa05222-14 15","DOWN",-9.33507002363391,1.01050409062708e-20,4.43959174242717e-20,"Small cell lung cancer: RXRA RARB"
"P-hsa05223-29 34","DOWN",-9.33507002363391,1.01050409062708e-20,4.43959174242717e-20,"Non-small cell lung cancer: RARB RXRA"
"P-hsa04014-45","UP",9.33292242599806,1.03121757097874e-20,4.52000972700029e-20,"Ras signaling pathway: RAB5A"
"P-hsa04918-14","DOWN",-9.32567428397706,1.10419807261044e-20,4.82861441542467e-20,"Thyroid hormone synthesis: DUOX2"
"P-hsa04068-45","DOWN",-9.31332559757092,1.24047880090149e-20,5.41194937323535e-20,"FoxO signaling pathway: RBL2"
"P-hsa04810-48","UP",9.31117799993507,1.26582198857592e-20,5.50970313356941e-20,"Regulation of actin cytoskeleton: IQGAP2"
"P-hsa05212-54","DOWN",-9.30715125436785,1.3147281486183e-20,5.70932871946281e-20,"Pancreatic cancer: Phosphatidate"
"P-hsa05321-46","DOWN",-9.30097691116478,1.39336917500562e-20,6.0368604441352e-20,"Inflammatory bowel disease (IBD): IFNG*"
"P-hsa04064-129","DOWN",-9.29507101766619,1.47293690724073e-20,6.36688856678252e-20,"NF-kappa B signaling pathway: PTGS2"
"P-hsa04152-33","UP",9.28755442594071,1.58073125703536e-20,6.80149504173932e-20,"AMPK signaling pathway: CPT1C"
"P-hsa04922-60","UP",9.28755442594071,1.58073125703536e-20,6.80149504173932e-20,"Glucagon signaling pathway: CPT1C*"
"P-hsa04668-36","DOWN",-9.27252124248976,1.82025830860379e-20,7.81419813945241e-20,"TNF signaling pathway: CREB3"
"P-hsa04610-58","DOWN",-9.27037364485391,1.85728548987004e-20,7.95494881049361e-20,"Complement and coagulation cascades: F2RL2"
"P-hsa04750-40","UP",9.26983674544494,1.86665804835705e-20,7.97688040710209e-20,"Inflammatory mediator regulation of TRP channels: Arachidonate"
"P-hsa04730-8","DOWN",-9.25372976317606,2.17065213453187e-20,9.25487137359496e-20,"Long-term depression: GNA13*"
"P-hsa04210-51","UP",9.2446024732237,2.36413274336539e-20,1.00569456384433e-19,"Apoptosis: LMNA"
"P-hsa04152-57","UP",9.24299177499681,2.4000039705978e-20,1.0186442191949e-19,"AMPK signaling pathway: ACACA*"
"P-hsa04630-28","UP",9.23574363297582,2.56819874714268e-20,1.08757129788706e-19,"Jak-STAT signaling pathway: CCND1"
"P-hsa05032-31","DOWN",-4.42593027778375,2.95295239297842e-20,1.24209387650841e-19,"Morphine addiction: GABRR3"
"P-hsa05032-33","DOWN",-4.42593027778375,2.95295239297842e-20,1.24209387650841e-19,"Morphine addiction: GABRR3*"
"P-hsa05032-55","DOWN",-4.42593027778375,2.95295239297842e-20,1.24209387650841e-19,"Morphine addiction: GABRR3**"
"P-hsa04068-68","DOWN",-9.22044199982038,2.96248652694365e-20,1.24331649318709e-19,"FoxO signaling pathway: ATG12"
"P-hsa04668-48","DOWN",-9.19735532523498,3.67326100754544e-20,1.53817804690965e-19,"TNF signaling pathway: CASP3"
"P-hsa04340-26","DOWN",-9.18393284001092,4.16146462169472e-20,1.73873221164795e-19,"Hedgehog signaling pathway: PTCH1**"
"P-hsa04740-13","UP",9.18044299385266,4.2985707706557e-20,1.79202639238891e-19,"Olfactory transduction: CNGA3"
"P-hsa03320-25","DOWN",-9.16567826010619,4.9297675584103e-20,2.05060841232322e-19,"PPAR signaling pathway: EHHADH"
"P-hsa04919-100","UP",9.13829639024909,6.35226296035355e-20,2.63647020212904e-19,"Thyroid hormone signaling pathway: CTNNB1*"
"P-hsa04062-40","UP",9.1251423547295,7.17308747062709e-20,2.96403350107851e-19,"Chemokine signaling pathway: PRKACA"
"P-hsa04611-25","DOWN",-9.1251423547295,7.17308747062709e-20,2.96403350107851e-19,"Platelet activation: ORAI1"
"P-hsa05205-109","DOWN",-9.1165519641861,7.76484985948061e-20,3.20150732667816e-19,"Proteoglycans in cancer: SMAD2"
"P-hsa05231-39","DOWN",-9.11359901743681,7.979211984688e-20,3.28267580773567e-19,"Choline metabolism in cancer: EIF4EBP1"
"P-hsa04510-23 4 5","UP",9.11279366832336,8.03868262357886e-20,3.29990560215185e-19,"Focal adhesion: TLN1 ITGB1 ITGA11"
"P-hsa04610-57","DOWN",-9.10232412984859,8.85284723967266e-20,3.62618808332443e-19,"Complement and coagulation cascades: PLAUR"
"P-hsa04919-26","UP",9.08675404698868,1.02165884661185e-19,4.17566883713251e-19,"Thyroid hormone signaling pathway: THRB"
"P-hsa04530-11 33","UP",9.08594869787523,1.02925147006413e-19,4.19755599530503e-19,"Tight junction: TJP1 CGN"
"P-hsa04310-35","DOWN",-9.08245885171697,1.06280240206646e-19,4.32498331079539e-19,"Wnt signaling pathway: JUN"
"P-hsa04024-78","UP",9.06662031915257,1.22917085583743e-19,4.9911786267338e-19,"cAMP signaling pathway: LIPE"
"P-hsa04064-25","DOWN",-9.06393582210776,1.25981454395362e-19,5.10456173748811e-19,"NF-kappa B signaling pathway: NFKB2"
"P-hsa04068-47","DOWN",-9.03762775106859,1.60305209995582e-19,6.45348871141011e-19,"FoxO signaling pathway: GADD45G"
"P-hsa04068-54","DOWN",-9.03762775106859,1.60305209995582e-19,6.45348871141011e-19,"FoxO signaling pathway: GADD45G*"
"P-hsa04727-47","UP",9.03789620077307,1.59912116904776e-19,6.45348871141011e-19,"GABAergic synapse: CACNA1A*"
"P-hsa05152-23","DOWN",-9.00702448475772,2.11982020882883e-19,8.51559467186914e-19,"Tuberculosis: PPP3CA"
"P-hsa04660-44","UP",9.00138704096361,2.23156415385241e-19,8.94532981330583e-19,"T cell receptor signaling pathway: PAK4"
"P-hsa05215-14","UP",8.99655494628295,2.33196309717132e-19,9.32785238868529e-19,"Prostate cancer: CCND1"
"P-hsa04666-51","DOWN",-8.98554850839921,2.57761363685826e-19,1.02885174100981e-18,"Fc gamma R-mediated phagocytosis: NCF1"
"P-hsa04218-58","DOWN",-8.98205866224095,2.66071540068775e-19,1.05976689844803e-18,"Cellular senescence: NFKB1"
"P-hsa05205-120","DOWN",-8.97722656756029,2.78016535322775e-19,1.10499792429137e-18,"Proteoglycans in cancer: PLAU"
"P-hsa04925-5","DOWN",-8.97319982199307,2.88374246741286e-19,1.14374225557432e-18,"Aldosterone synthesis and secretion: KCNK3"
"P-hsa04750-51","DOWN",-8.96890462672137,2.99837967551449e-19,1.18420216237162e-18,"Inflammatory mediator regulation of TRP channels: TRPV4"
"P-hsa04750-61","DOWN",-8.96890462672137,2.99837967551449e-19,1.18420216237162e-18,"Inflammatory mediator regulation of TRP channels: TRPV4*"
"P-hsa04110-43 83 84 85","DOWN",-8.96836772731241,3.01307749005776e-19,1.18750701078747e-18,"Cell cycle: SMC1B SMC3 STAG1 RAD21"
"P-hsa04931-135","UP",8.94823399947631,3.61654078111375e-19,1.42235440364138e-18,"Insulin resistance: SREBF1**"
"P-hsa05031-96","UP",8.93910670952394,3.9280562957331e-19,1.54163883071031e-18,"Amphetamine addiction: PDYN"
"P-hsa04650-15","DOWN",-8.92487887518643,4.46728579070509e-19,1.74960921573335e-18,"Natural killer cell mediated cytotoxicity: TNF"
"P-hsa04068-43","DOWN",-8.92273127755058,4.55479461442834e-19,1.78016556180574e-18,"FoxO signaling pathway: CDKN1A"
"P-hsa04923-16","UP",8.92031523021025,4.65526733965469e-19,1.81565104557011e-18,"Regulation of lipolysis in adipocytes: PLIN1"
"P-hsa04931-35","DOWN",-8.91977833080128,4.67789022082417e-19,1.82068922287679e-18,"Insulin resistance: Starch"
"P-hsa04010-134","DOWN",-8.91843608227888,4.7349236741499e-19,1.83907180387272e-18,"MAPK signaling pathway: ATF4*"
"P-hsa05145-35","DOWN",-8.91548313552958,4.86282640297274e-19,1.88484758925142e-18,"Toxoplasmosis: CASP3"
"P-hsa05020-59","DOWN",-8.91172483966685,5.03055809058277e-19,1.94584061400686e-18,"Prion diseases: CCL5"
"P-hsa04270-48","UP",8.91145638996236,5.04275529100297e-19,1.94654504648592e-18,"Vascular smooth muscle contraction: KCNMB2*"
"P-hsa04068-50","DOWN",-8.90716119469066,5.24193090962727e-19,2.01927359064902e-18,"FoxO signaling pathway: TNFSF10"
"P-hsa04917-34","DOWN",-8.90206065030552,5.4885647783454e-19,2.10994826315081e-18,"Prolactin signaling pathway: ELF5"
"P-hsa04024-123","UP",8.90098685148759,5.54193025775365e-19,2.12610657741224e-18,"cAMP signaling pathway: PAK1"
"P-hsa04910-46","UP",8.90044995207863,5.56880488149512e-19,2.13205672605813e-18,"Insulin signaling pathway: FBP1"
"P-hsa05152-112","DOWN",-8.88407452010527,6.45329329312241e-19,2.46565747818689e-18,"Tuberculosis: IFNGR1"
"P-hsa04010-87","DOWN",-8.88085312365149,6.64296306309245e-19,2.53296721674013e-18,"MAPK signaling pathway: STK3"
"P-hsa04068-44","DOWN",-8.86877288694983,7.40455221870281e-19,2.81763488078833e-18,"FoxO signaling pathway: CDKN1B"
"P-hsa04622-6","UP",8.86071939581539,7.95955244838037e-19,3.02269643586267e-18,"RIG-I-like receptor signaling pathway: NFKB1"
"P-hsa05222-34","UP",8.83736427152552,9.81209651351428e-19,3.71868546653592e-18,"Small cell lung cancer: CCND1"
"P-hsa04726-64","UP",8.83494822418518,1.00264945860942e-18,3.7922790007082e-18,"Serotonergic synapse: CASP3"
"P-hsa05012-70","UP",8.82931078039108,1.05449156751427e-18,3.98033436751864e-18,"Parkinson's disease: PRKACA"
"P-hsa04550-25","DOWN",-8.82259953777904,1.11966886212373e-18,4.21786904687574e-18,"Signaling pathways regulating pluripotency of stem cells: MAPK1"
"P-hsa05200-195","UP",8.82206263837008,1.12505171213051e-18,4.22965333057481e-18,"Pathways in cancer: BIRC8"
"P-hsa04370-36","DOWN",-8.82152573896112,1.13046011841766e-18,4.24148636430305e-18,"VEGF signaling pathway: NOS3"
"P-hsa04022-63","UP",8.81588829516701,1.18882180734806e-18,4.4426886665039e-18,"cGMP-PKG signaling pathway: 3,5-Cyclic AMP"
"P-hsa05205-145","UP",8.81588829516701,1.18882180734806e-18,4.4426886665039e-18,"Proteoglycans in cancer: PXN"
"P-hsa04727-35","UP",8.81508294605356,1.197398538572e-18,4.46584425121484e-18,"GABAergic synapse: PRKACA"
"P-hsa05142-67","DOWN",-8.78958022412784,1.50299269516755e-18,5.59447280979032e-18,"Chagas disease (American trypanosomiasis): IFNGR1*"
"P-hsa05140-62","DOWN",-8.77508394008585,1.70980249499392e-18,6.3516623378388e-18,"Leishmaniasis: Prostaglandin E2"
"P-hsa04919-91","DOWN",-8.77266789274551,1.74690260890321e-18,6.47665868439213e-18,"Thyroid hormone signaling pathway: PFKP"
"P-hsa04933-22","DOWN",-8.77052029510966,1.78054714390898e-18,6.5883756251938e-18,"AGE-RAGE signaling pathway in diabetic complications: EDN1"
"P-hsa05211-21","UP",8.75763470929456,1.99627617538572e-18,7.37207500988899e-18,"Renal cell carcinoma: TGFB1*"
"P-hsa04520-34","UP",8.75521866195423,2.03950738898625e-18,7.51692703681377e-18,"Adherens junction: RHOA"
"P-hsa04152-81","UP",8.7297159400285,2.55616214865505e-18,9.40266704093506e-18,"AMPK signaling pathway: LIPE"
"P-hsa05223-23","UP",8.72703144298369,2.61754768190961e-18,9.60962710618872e-18,"Non-small cell lung cancer: CASP9*"
"P-hsa05142-64","DOWN",-8.7181726027358,2.83063018655375e-18,1.03716059179196e-17,"Chagas disease (American trypanosomiasis): CASP8"
"P-hsa04620-19","DOWN",-8.70636081573863,3.14158494152613e-18,1.14885250493236e-17,"Toll-like receptor signaling pathway: CXCL10"
"P-hsa05142-18","DOWN",-8.67709979795016,4.06468083341743e-18,1.48352942480372e-17,"Chagas disease (American trypanosomiasis): FOS"
"P-hsa04014-100","UP",8.67441530090534,4.16171236333176e-18,1.515994639536e-17,"Ras signaling pathway: REL"
"P-hsa05162-62","DOWN",-8.6620666144992,4.63833442010729e-18,1.6863401883956e-17,"Measles: IL12A"
"P-hsa04919-32","UP",8.66018746656784,4.71543967078526e-18,1.71105702560796e-17,"Thyroid hormone signaling pathway: PLN"
"P-hsa05200-204","UP",8.65159707602443,5.08434428968177e-18,1.84135712112799e-17,"Pathways in cancer: TGFB1*"
"P-hsa05211-2","UP",8.64112753754966,5.57263799345745e-18,2.01430999532296e-17,"Renal cell carcinoma: TGFB1"
"P-hsa04662-10","UP",8.63924838961829,5.66505447179027e-18,2.03985454684809e-17,"B cell receptor signaling pathway: GSK3B"
"P-hsa05150-35","DOWN",-8.63924838961829,5.66440117496979e-18,2.03985454684809e-17,"Staphylococcus aureus infection: FCAR"
"P-hsa04917-65","UP",8.63669811742572,5.79041971241034e-18,2.0810014138854e-17,"Prolactin signaling pathway: CYP17A1"
"P-hsa04612-39","DOWN",-8.63414784523315,5.92359421594633e-18,2.12479211264155e-17,"Antigen processing and presentation: PSME3"
"P-hsa04068-59","DOWN",-8.63146334818833,6.06431086409197e-18,2.17111587424361e-17,"FoxO signaling pathway: S1PR1"
"P-hsa05152-76","DOWN",-8.61589326532842,6.94797435112869e-18,2.48274283480332e-17,"Tuberculosis: TNF*"
"P-hsa05169-118","UP",8.61267186887464,7.14608210404675e-18,2.54867871239386e-17,"Epstein-Barr virus infection: MDM2"
"P-hsa04024-43","UP",8.61132962035223,7.23026312958291e-18,2.57380903815893e-17,"cAMP signaling pathway: MAPK8"
"P-hsa04668-120","DOWN",-8.60918202271638,7.3669930039665e-18,2.61751493853052e-17,"TNF signaling pathway: DNM1L"
"P-hsa05152-97","DOWN",-8.60434992803572,7.68403569059264e-18,2.72500018063361e-17,"Tuberculosis: IL18"
"P-hsa05200-199","UP",8.57884720610999,9.59405398811995e-18,3.38953771783673e-17,"Pathways in cancer: BCL2L1**"
"P-hsa05220-3","UP",8.57884720610999,9.59405398811995e-18,3.38953771783673e-17,"Chronic myeloid leukemia: BCL2L1"
"P-hsa04931-77","UP",8.57495468539501,9.92294339661693e-18,3.49914319775439e-17,"Insulin resistance: PPP2R4**"
"P-hsa04024-21","UP",8.57186751379348,1.01938961016182e-17,3.58794541963147e-17,"cAMP signaling pathway: AKT3"
"P-hsa05205-451","UP",8.57079371497555,1.02894072222338e-17,3.61478051477727e-17,"Proteoglycans in cancer: KDR**"
"P-hsa04360-6","DOWN",-8.56086107590974,1.12158147780233e-17,3.93287262122836e-17,"Axon guidance: MAPK1"
"P-hsa04350-10","UP",8.55951882738733,1.13471581341369e-17,3.9715053469479e-17,"TGF-beta signaling pathway: SMAD4"
"P-hsa04540-14 31","UP",8.55763967945597,1.15335924053403e-17,4.02924010287121e-17,"Gap junction: GJA1 TJP1"
"P-hsa04621-44","DOWN",-8.55146533625289,1.21677017462047e-17,4.24286402897398e-17,"NOD-like receptor signaling pathway: MAPK14"
"P-hsa04920-40","DOWN",-8.54260649600501,1.31380232916045e-17,4.57271460019481e-17,"Adipocytokine signaling pathway: PPARGC1A"
"P-hsa04650-16","DOWN",-8.52730486284957,1.49970568490689e-17,5.21008863867651e-17,"Natural killer cell mediated cytotoxicity: PRKCA"
"P-hsa04024-91","UP",8.52596261432717,1.51720059245492e-17,5.26112442041669e-17,"cAMP signaling pathway: GRIA1"
"P-hsa04068-13","DOWN",-8.52515726521372,1.52779404304048e-17,5.28808417849434e-17,"FoxO signaling pathway: PCK1"
"P-hsa04726-38","UP",8.52166741905547,1.57454872070781e-17,5.43987734815443e-17,"Serotonergic synapse: PLA2G4B"
"P-hsa05321-95","UP",8.51227167939862,1.70755984091764e-17,5.88857033375273e-17,"Inflammatory bowel disease (IBD): SMAD2"
"P-hsa04917-33","UP",8.50851338353588,1.7638159514879e-17,6.03817285582356e-17,"Prolactin signaling pathway: CSN2"
"P-hsa04917-56","UP",8.50851338353588,1.7638159514879e-17,6.03817285582356e-17,"Prolactin signaling pathway: LHCGR"
"P-hsa04917-45","UP",8.50851338353588,1.7638159514879e-17,6.03817285582356e-17,"Prolactin signaling pathway: SLC2A2"
"P-hsa04917-47","UP",8.50851338353588,1.7638159514879e-17,6.03817285582356e-17,"Prolactin signaling pathway: INS"
"P-hsa04115-34","UP",8.49938609358352,1.90816472871087e-17,6.52043175056756e-17,"p53 signaling pathway: ZMAT3"
"P-hsa05168-123","DOWN",-8.4910641527446,2.04990146888566e-17,6.99202755569e-17,"Herpes simplex infection: CYCS"
"P-hsa05200-196","UP",8.48623205806393,2.13691559372223e-17,7.27559646791814e-17,"Pathways in cancer: TRAF1"
"P-hsa04931-151","UP",8.48596360835945,2.1418268313806e-17,7.27910712983695e-17,"Insulin resistance: CPT1A"
"P-hsa05120-18","DOWN",-8.48220531249671,2.21220331931456e-17,7.50468974147218e-17,"Epithelial cell signaling in Helicobacter pylori infection: CCL5"
"P-hsa05205-238","UP",8.48166841308775,2.22243740172997e-17,7.52579885495562e-17,"Proteoglycans in cancer: ITGAV*"
"P-hsa04550-67","DOWN",-8.47978926515638,2.25862590949249e-17,7.63456253370796e-17,"Signaling pathways regulating pluripotency of stem cells: MYC*"
"P-hsa04728-60","DOWN",-8.46690367934128,2.52292764027695e-17,8.5126119661143e-17,"Dopaminergic synapse: CACNA1A"
"P-hsa04920-3","UP",8.43952180948418,3.19004639842037e-17,1.07442137225074e-16,"Adipocytokine signaling pathway: 9-cis-Retinoic acid"
"P-hsa04933-29","DOWN",-8.43871646037073,3.21209930818492e-17,1.07991008999192e-16,"AGE-RAGE signaling pathway in diabetic complications: ICAM1"
"P-hsa04068-14","DOWN",-8.43764266155281,3.24173729011223e-17,1.08792471489276e-16,"FoxO signaling pathway: G6PC"
"P-hsa03320-39","DOWN",-8.43012606982733,3.45689308678066e-17,1.15805918407152e-16,"PPAR signaling pathway: MMP1"
"P-hsa05321-122","UP",8.42958917041837,3.47278949661212e-17,1.15924432306839e-16,"Inflammatory bowel disease (IBD): IL4**"
"P-hsa05321-123","UP",8.42958917041837,3.47278949661212e-17,1.15924432306839e-16,"Inflammatory bowel disease (IBD): IL5*"
"P-hsa04630-34","UP",8.42717312307804,3.54522032740052e-17,1.18132030802902e-16,"Jak-STAT signaling pathway: AOX1"
"P-hsa04261-39","UP",8.42663622366907,3.56151733406472e-17,1.18464654586976e-16,"Adrenergic signaling in cardiomyocytes: SCN1B"
"P-hsa05134-68","DOWN",-8.42556242485115,3.59433337081111e-17,1.19344591214896e-16,"Legionellosis: TNF"
"P-hsa04218-72","DOWN",-8.41938808164808,3.78889610035085e-17,1.25582492654738e-16,"Cellular senescence: IL1A*"
"P-hsa04662-6","DOWN",-8.40811319405986,4.17135920840233e-17,1.38015341710102e-16,"B cell receptor signaling pathway: NFKB1"
"P-hsa05152-9","UP",8.40596559642401,4.24841203026725e-17,1.40317270577137e-16,"Tuberculosis: TCIRG1"
"P-hsa05220-19 41","UP",8.38180512302069,5.21815669623701e-17,1.72043268227428e-16,"Chronic myeloid leukemia: SMAD4 SMAD3"
"P-hsa04022-19","DOWN",-8.36113449577563,6.21887038183162e-17,2.04677207654669e-16,"cGMP-PKG signaling pathway: CNGB1"
"P-hsa04115-20","UP",8.35496015257256,6.55292731003353e-17,2.15294074144009e-16,"p53 signaling pathway: RRM2B"
"P-hsa05030-77","UP",8.34905425907397,6.88899572402639e-17,2.25939789829956e-16,"Cocaine addiction: BDNF"
"P-hsa05169-79","DOWN",-8.34234301646194,7.29155626341745e-17,2.38725297559706e-16,"Epstein-Barr virus infection: ATF2"
"P-hsa04932-56","DOWN",-8.30476005783455,1.00134496638626e-16,3.27268842672583e-16,"Non-alcoholic fatty liver disease (NAFLD): CASP7"
"P-hsa05140-41 57","DOWN",-8.30234401049422,1.02192550450276e-16,3.33414303729943e-16,"Leishmaniasis: NOS2 CYBA"
"P-hsa04390-77","UP",8.30046486256285,1.03822045068699e-16,3.38142632897359e-16,"Hippo signaling pathway: CCND1"
"P-hsa04520-43","DOWN",-8.29321672054185,1.10350751085395e-16,3.58783377879031e-16,"Adherens junction: ACTB"
"P-hsa04210-105","UP",8.28731082704326,1.15968383233049e-16,3.76395652154325e-16,"Apoptosis: ACTB"
"P-hsa04962-10","UP",8.27013004595646,1.33963709322878e-16,4.34051673039237e-16,"Vasopressin-regulated water reabsorption: AQP2"
"P-hsa04360-31","UP",8.26825089802509,1.36091677873695e-16,4.40186185674227e-16,"Axon guidance: CDC42*"
"P-hsa04014-38","UP",8.24060057846351,1.71540702052044e-16,5.5293875781724e-16,"Ras signaling pathway: MAPK8"
"P-hsa04911-31","DOWN",-8.24060057846351,1.71540702052044e-16,5.5293875781724e-16,"Insulin secretion: CAMK2A"
"P-hsa05168-10","UP",8.23335243644251,1.8224977295391e-16,5.86450384325103e-16,"Herpes simplex infection: FOS"
"P-hsa05161-194","DOWN",-8.22395669678567,1.9711780274803e-16,6.3320718827963e-16,"Hepatitis B: TNF*"
"P-hsa04010-86","DOWN",-8.21536630624226,2.11754319692915e-16,6.79061715801554e-16,"MAPK signaling pathway: MAP4K2"
"P-hsa04151-100","DOWN",-8.20570211688094,2.29503453781263e-16,7.34724367395307e-16,"PI3K-Akt signaling pathway: PRKCA"
"P-hsa05131-38","DOWN",-8.17617264938799,2.93328486306733e-16,9.37451857430037e-16,"Shigellosis: CXCL8"
"P-hsa04713-56","UP",8.16650846002666,3.17796379128302e-16,1.01392178102839e-15,"Circadian entrainment: KCNJ3"
"P-hsa04668-141","DOWN",-8.16543466120874,3.20636200516983e-16,1.02124535173151e-15,"TNF signaling pathway: JUN*"
"P-hsa04621-43","DOWN",-8.16355551327737,3.25666195581882e-16,1.03550810662985e-15,"NOD-like receptor signaling pathway: MAPK1"
"P-hsa04022-44","UP",8.16140791564152,3.3151004204879e-16,1.0523059879586e-15,"cGMP-PKG signaling pathway: BAD"
"P-hsa04270-46","DOWN",-8.15120682687123,3.60710470667659e-16,1.14306223475089e-15,"Vascular smooth muscle contraction: ITPR1*"
"P-hsa04152-68","DOWN",-8.1501330280533,3.63927874349162e-16,1.15131314043681e-15,"AMPK signaling pathway: PPARGC1A**"
"P-hsa04550-69","UP",8.14422713455471,3.82135722290753e-16,1.2068798232617e-15,"Signaling pathways regulating pluripotency of stem cells: ID1"
"P-hsa04068-96","DOWN",-8.13295224696649,4.19424028826656e-16,1.32241929088875e-15,"FoxO signaling pathway: CCNG2"
"P-hsa05133-30","DOWN",-8.13160999844409,4.24095292163613e-16,1.33490397332037e-15,"Pertussis: NOS2"
"P-hsa05032-37","UP",8.1299993002172,4.2976852471862e-16,1.35049539760826e-15,"Morphine addiction: KCNJ3"
"P-hsa05030-37","UP",8.12758325287687,4.38418885354952e-16,1.37537429586269e-15,"Cocaine addiction: PRKACA"
"P-hsa04962-22","UP",8.12731480317239,4.39390564700581e-16,1.37612136791033e-15,"Vasopressin-regulated water reabsorption: ARHGDIA"
"P-hsa04726-72","UP",8.12704635346791,4.40364366311413e-16,1.37687258533368e-15,"Serotonergic synapse: KCNJ3"
