"","UP/DOWN","statistic","p.value","FDRp.value","path_name"
"P-hsa04921-41","DOWN",-8.11899286233347,4.70588261700777e-16,1.46892442421075e-15,"Oxytocin signaling pathway: PTGS2"
"P-hsa04064-133","DOWN",-8.096979986566,5.64025095291549e-16,1.75765959928064e-15,"NF-kappa B signaling pathway: CXCL2"
"P-hsa05162-28 34","DOWN",-8.09295324099878,5.82994576437851e-16,1.81376090447331e-15,"Measles: IRF9 STAT1"
"P-hsa05200-213","DOWN",-8.08785269661363,6.07927221911381e-16,1.8881977952082e-15,"Pathways in cancer: CSF2RA"
"P-hsa04971-56","DOWN",-8.05966547764309,7.65875604021844e-16,2.37484732751236e-15,"Gastric acid secretion: CAMK2A"
"P-hsa04152-103","DOWN",-8.04785369064591,8.43510224606238e-16,2.6112626755137e-15,"AMPK signaling pathway: ULK1"
"P-hsa04666-30 44","DOWN",-8.04141089773836,8.89072622587477e-16,2.74777634262621e-15,"Fc gamma R-mediated phagocytosis: 1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate GSN"
"P-hsa04727-8","UP",8.03899485039803,9.06776460614186e-16,2.79788263176351e-15,"GABAergic synapse: ADCY1"
"P-hsa04360-131","UP",8.02476701606052,1.01830084613416e-15,3.13683479039029e-15,"Axon guidance: RAC1****"
"P-hsa05030-69","UP",8.00329103970201,1.21269341510324e-15,3.72952925694045e-15,"Cocaine addiction: PRKACA**"
"P-hsa05162-44","DOWN",-8.00114344206616,1.23403549480308e-15,3.78895349959178e-15,"Measles: PRKCQ"
"P-hsa05215-43","UP",7.99939851898703,1.2516203599631e-15,3.83666633217446e-15,"Prostate cancer: Phosphatidylinositol-3,4,5-trisphosphate"
"P-hsa04668-102","DOWN",-7.99604289768101,1.28621698478568e-15,3.93628558476008e-15,"TNF signaling pathway: AKT3"
"P-hsa04152-53","UP",7.99470064915861,1.30030640598583e-15,3.97292315574823e-15,"AMPK signaling pathway: G6PC"
"P-hsa04014-63","DOWN",-7.99040545388691,1.34642199481109e-15,4.10713441018799e-15,"Ras signaling pathway: TIAM1*"
"P-hsa04931-47","UP",7.94611125264749,1.92666130075174e-15,5.86755941592576e-15,"Insulin resistance: AKT2*"
"P-hsa04360-111","DOWN",-7.94262140648923,1.98166840518938e-15,6.02529972145101e-15,"Axon guidance: RHOA***"
"P-hsa04520-73","DOWN",-7.93054116978757,2.1842892994626e-15,6.6306257698897e-15,"Adherens junction: PARD3"
"P-hsa05110-51","DOWN",-7.927990897595,2.22937678281365e-15,6.75656033046593e-15,"Vibrio cholerae infection: PDIA4"
"P-hsa04066-58","DOWN",-7.91389728810973,2.49723355015739e-15,7.55614538725042e-15,"HIF-1 signaling pathway: EDN1"
"P-hsa05215-46","UP",7.90476999815736,2.68718144607318e-15,8.11779773403105e-15,"Prostate cancer: MTOR"
"P-hsa04211-62","UP",7.88758921707056,3.08411324542967e-15,9.30192355052421e-15,"Longevity regulating pathway - mammal: EHMT2"
"P-hsa05321-19","DOWN",-7.88678386795711,3.10407284384622e-15,9.34709575450323e-15,"Inflammatory bowel disease (IBD): TNF"
"P-hsa04012-3","DOWN",-7.87953572593612,3.28952889911557e-15,9.889673421059e-15,"ErbB signaling pathway: ELK1"
"P-hsa04115-2","UP",7.85993889750898,3.84732929234335e-15,1.15481436038978e-14,"p53 signaling pathway: IGFBP3"
"P-hsa04390-90","UP",7.85698595075968,3.93908683034663e-15,1.18046755490899e-14,"Hippo signaling pathway: BBC3"
"P-hsa05100-55","DOWN",-7.85644905135072,3.95599997079787e-15,1.18364528631847e-14,"Bacterial invasion of epithelial cells: ACTB*"
"P-hsa05200-186","UP",7.85269075548798,4.07641043891716e-15,1.21773025213513e-14,"Pathways in cancer: PTCH1*"
"P-hsa04014-104","DOWN",-7.82208748917711,5.20099199039723e-15,1.55120206263676e-14,"Ras signaling pathway: BRAP*"
"P-hsa05205-142","DOWN",-7.7949740690245,6.44902212738634e-15,1.92037547793282e-14,"Proteoglycans in cancer: CTNNB1"
"P-hsa04068-58","DOWN",-7.79443716961553,6.47649968613066e-15,1.92550133299225e-14,"FoxO signaling pathway: KLF2"
"P-hsa04010-131","DOWN",-7.79148422286624,6.629698743813e-15,1.96792956382804e-14,"MAPK signaling pathway: MYC"
"P-hsa05030-78","UP",7.77081359562118,7.80662779556773e-15,2.31362302440522e-14,"Cocaine addiction: GRIA2"
"P-hsa04211-23","DOWN",-7.77054514591669,7.82319139670442e-15,2.31487493063367e-14,"Longevity regulating pathway - mammal: SOD2"
"P-hsa04210-72","DOWN",-7.76168630566881,8.3896253570994e-15,2.47857278266433e-14,"Apoptosis: BCL2A1"
"P-hsa04360-108","UP",7.76141785596433,8.40740563659734e-15,2.47992027897116e-14,"Axon guidance: CFL1"
"P-hsa04723-40","UP",7.73779428196997,1.01263142837723e-14,2.97292106359261e-14,"Retrograde endocannabinoid signaling: GRIA1"
"P-hsa04724-4","UP",7.73779428196997,1.01263142837723e-14,2.97292106359261e-14,"Glutamatergic synapse: GRIA1"
"P-hsa05031-12","UP",7.73779428196997,1.01263142837723e-14,2.97292106359261e-14,"Amphetamine addiction: GRIA1"
"P-hsa04064-130","DOWN",-7.73564668433412,1.02987413046279e-14,3.01881854491906e-14,"NF-kappa B signaling pathway: TNF*"
"P-hsa05218-8","DOWN",-7.72974079083553,1.07879469413746e-14,3.15728369142257e-14,"Melanoma: CDK4"
"P-hsa03320-28","DOWN",-7.72866699201761,1.08793182543755e-14,3.1790655833658e-14,"PPAR signaling pathway: ACSL1"
"P-hsa04066-44","DOWN",-7.72088195058765,1.15649247589348e-14,3.37415223137817e-14,"HIF-1 signaling pathway: GAPDH"
"P-hsa05221-6","DOWN",-7.7187343529518,1.17614249438053e-14,3.42615422276068e-14,"Acute myeloid leukemia: CEBPA"
"P-hsa04024-59","UP",7.71739210442939,1.18859020227467e-14,3.45704685188725e-14,"cAMP signaling pathway: AFDN"
"P-hsa04151-35","UP",7.71604985590698,1.20116751957673e-14,3.48822022712995e-14,"PI3K-Akt signaling pathway: CCND1"
"P-hsa04380-48","DOWN",-7.71363380856665,1.22413754956737e-14,3.54943128746272e-14,"Osteoclast differentiation: NFATC1"
"P-hsa05200-209","DOWN",-7.71068086181736,1.25279961646309e-14,3.6269322229703e-14,"Pathways in cancer: FIGF**"
"P-hsa03320-41","DOWN",-7.70665411625014,1.29295093880224e-14,3.73740517903391e-14,"PPAR signaling pathway: ANGPTL4"
"P-hsa04933-58","DOWN",-7.70531186772773,1.30661402735083e-14,3.77108910047715e-14,"AGE-RAGE signaling pathway in diabetic complications: CCL2"
"P-hsa04620-46","DOWN",-7.70262737068292,1.33436777740622e-14,3.84527488542866e-14,"Toll-like receptor signaling pathway: TNF"
"P-hsa04931-124","DOWN",-7.69752682629777,1.38870721641856e-14,3.99572812576873e-14,"Insulin resistance: FOXO1*"
"P-hsa04620-18","DOWN",-7.69242628191263,1.44522249888928e-14,4.15197152820259e-14,"Toll-like receptor signaling pathway: CXCL11"
"P-hsa04024-109","UP",7.68920488545885,1.48207598277438e-14,4.25133722275954e-14,"cAMP signaling pathway: BDNF"
"P-hsa04024-110","UP",7.67792999787063,1.61849241996719e-14,4.63555996924955e-14,"cAMP signaling pathway: FOS"
"P-hsa05200-66","UP",7.6712187552586,1.70548100493521e-14,4.87725970313789e-14,"Pathways in cancer: CCND1"
"P-hsa05034-84","UP",7.66558131146449,1.78209325370068e-14,5.08859504405247e-14,"Alcoholism: FOSB"
"P-hsa05166-60","DOWN",-7.66074921678383,1.85044819166075e-14,5.27574590813916e-14,"HTLV-I infection: POLD3"
"P-hsa05031-97","UP",7.65752782033005,1.89744437732437e-14,5.40152602710246e-14,"Amphetamine addiction: ARC"
"P-hsa05166-132 136","DOWN",-7.6467898321508,2.0627380854037e-14,5.86317673972324e-14,"HTLV-I infection: CREBBP TP53"
"P-hsa04664-46","UP",7.64303153628806,2.12387377575033e-14,6.02781725160004e-14,"Fc epsilon RI signaling pathway: PLA2G4B"
"P-hsa04670-39","DOWN",-7.62826680254159,2.38178556283648e-14,6.74959171583267e-14,"Leukocyte transendothelial migration: MAPK14"
"P-hsa04912-46","UP",7.61994486170267,2.54048129759117e-14,7.18845085110262e-14,"GnRH signaling pathway: JUN"
"P-hsa04064-97","DOWN",-7.61752881436233,2.58847135292391e-14,7.31321123205611e-14,"NF-kappa B signaling pathway: PLCG2"
"P-hsa05164-53","DOWN",-7.61538121672648,2.63187700002304e-14,7.42466353690711e-14,"Influenza A: MAPK14"
"P-hsa03320-10","UP",7.61135447115926,2.71520076992311e-14,7.64822318975338e-14,"PPAR signaling pathway: PLIN1"
"P-hsa04933-27","DOWN",-7.59524748889038,3.07523332407116e-14,8.64938188299474e-14,"AGE-RAGE signaling pathway in diabetic complications: TNF"
"P-hsa03320-42","DOWN",-7.59283144155005,3.13314089915182e-14,8.79906036947426e-14,"PPAR signaling pathway: ACOX1"
"P-hsa04921-77","UP",7.57591911016773,3.56962865072898e-14,1.00099003718499e-13,"Oxytocin signaling pathway: KCNJ3"
"P-hsa05205-188","DOWN",-7.5735030628274,3.63667869154586e-14,1.01827003363284e-13,"Proteoglycans in cancer: TNF"
"P-hsa05152-82","DOWN",-7.57323461312291,3.64420471766615e-14,1.01885663939519e-13,"Tuberculosis: IL6"
"P-hsa05222-36","DOWN",-7.5619597255347,3.97451358192731e-14,1.10955170828804e-13,"Small cell lung cancer: PTGS2"
"P-hsa04066-46","DOWN",-7.5590067787854,4.06578021132366e-14,1.13334378550419e-13,"HIF-1 signaling pathway: ENO1"
"P-hsa04922-70","UP",7.55417468410474,4.21959006362444e-14,1.17447343610674e-13,"Glucagon signaling pathway: PFKFB1"
"P-hsa04728-64","DOWN",-7.543168246221,4.59160966630374e-14,1.2761273679979e-13,"Dopaminergic synapse: SCN1A"
"P-hsa05160-77","DOWN",-7.53779925213138,4.78460955880804e-14,1.32779993081714e-13,"Hepatitis C: NFKB1*"
"P-hsa05214-23","DOWN",-7.53216180833727,4.99584009290817e-14,1.38232979561884e-13,"Glioma: MAPK1"
"P-hsa05214-56","DOWN",-7.53216180833727,4.99584009290817e-14,1.38232979561884e-13,"Glioma: MAPK1*"
"P-hsa05031-55","UP",7.51202808050117,5.82780344486672e-14,1.610156003324e-13,"Amphetamine addiction: GRIA1*"
"P-hsa05166-83","DOWN",-7.50961203316084,5.9363680535189e-14,1.63773918652963e-13,"HTLV-I infection: NFKB2"
"P-hsa04660-30","DOWN",-7.48518311005304,7.15205099366781e-14,1.97022726345386e-13,"T cell receptor signaling pathway: CD40LG"
"P-hsa04910-9","DOWN",-7.47256597394241,7.87262045233019e-14,2.16554779597822e-13,"Insulin signaling pathway: ELK1"
"P-hsa04022-37 38","UP",7.46021728753627,8.64679520490829e-14,2.37502017634084e-13,"cGMP-PKG signaling pathway: ATP2A1 PLN"
"P-hsa05161-195","DOWN",-7.44921084965254,9.39957701315946e-14,2.57801264279052e-13,"Hepatitis B: IL6"
"P-hsa04972-21","DOWN",-7.44008355970017,1.00723923553482e-13,2.7585121253479e-13,"Pancreatic secretion: KCNQ1"
"P-hsa04360-20","DOWN",-7.42666107447611,1.11486274576091e-13,3.04880832514208e-13,"Axon guidance: ROCK1"
"P-hsa04068-40","DOWN",-7.42182897979544,1.15631063503711e-13,3.15755276758314e-13,"FoxO signaling pathway: CCND1"
"P-hsa05030-76","UP",7.41780223422822,1.19200432658015e-13,3.25029086724471e-13,"Cocaine addiction: PDYN"
"P-hsa04917-48","UP",7.41753378452374,1.1944220336356e-13,3.25215636444179e-13,"Prolactin signaling pathway: CCND2"
"P-hsa04668-47","DOWN",-7.41645998570581,1.20414114556172e-13,3.27386781025188e-13,"TNF signaling pathway: CASP7"
"P-hsa04010-88 92","DOWN",-7.41243324013859,1.24128490314618e-13,3.36997174862841e-13,"MAPK signaling pathway: ECSIT TRAF6"
"P-hsa04621-4 7 8","DOWN",-7.40840649457137,1.27955401631655e-13,3.46884874943621e-13,"NOD-like receptor signaling pathway: IKBKG CHUK IKBKB"
"P-hsa05164-77","DOWN",-7.40572199752656,1.30570843760218e-13,3.53464506340793e-13,"Influenza A: CASP9"
"P-hsa05221-13","UP",7.40142680225486,1.34865214066237e-13,3.64563604594036e-13,"Acute myeloid leukemia: NFKB1"
"P-hsa04723-10","DOWN",-7.39498400934731,1.41568220999069e-13,3.81583308325076e-13,"Retrograde endocannabinoid signaling: CACNA1A"
"P-hsa04723-21","DOWN",-7.39498400934731,1.41568220999069e-13,3.81583308325076e-13,"Retrograde endocannabinoid signaling: CACNA1A*"
"P-hsa04015-100 101 48","UP",7.39229951230249,1.444567934683e-13,3.88810537369484e-13,"Rap1 signaling pathway: PRKCI PARD6A PARD3"
"P-hsa04913-47","UP",7.38706474306511,1.50254333305929e-13,4.03257695682293e-13,"Ovarian steroidogenesis: INSR"
"P-hsa04913-51","UP",7.38706474306511,1.50254333305929e-13,4.03257695682293e-13,"Ovarian steroidogenesis: INSR*"
"P-hsa04910-48","DOWN",-7.38424602116805,1.53474451780965e-13,4.11311530772986e-13,"Insulin signaling pathway: PPARGC1A"
"P-hsa04360-122","UP",7.37914547678291,1.59469355636725e-13,4.2676820424322e-13,"Axon guidance: CFL1**"
"P-hsa04961-12","UP",7.36894438801262,1.72157601912297e-13,4.60067893429444e-13,"Endocrine and other factor-regulated calcium reabsorption: SLC8A1"
"P-hsa04710-23","UP",7.36867593830814,1.72504558948552e-13,4.60339335117331e-13,"Circadian rhythm: BHLHE41"
"P-hsa05231-50","DOWN",-7.34854221047204,2.00581471174894e-13,5.34504033983097e-13,"Choline metabolism in cancer: WASF2"
"P-hsa04670-76","UP",7.34317321638241,2.08797665766863e-13,5.55609107771113e-13,"Leukocyte transendothelial migration: CDC42"
"P-hsa05145-23","DOWN",-7.33807267199727,2.16908875668177e-13,5.76375425996458e-13,"Toxoplasmosis: CIITA"
"P-hsa04024-24","UP",7.32787158322697,2.34070867532329e-13,6.21098935630339e-13,"cAMP signaling pathway: PLN"
"P-hsa04623-9","DOWN",-7.32330793825079,2.42173975593922e-13,6.40787557424821e-13,"Cytosolic DNA-sensing pathway: IKBKE"
"P-hsa05166-53 146","UP",7.32330793825079,2.42173975593922e-13,6.40787557424821e-13,"HTLV-I infection: CREB1 CRTC2"
"P-hsa05220-50","DOWN",-7.31095925184465,2.65507085006717e-13,7.015370302431e-13,"Chronic myeloid leukemia: MAPK1"
"P-hsa04210-119","UP",7.3058587074595,2.75776744884715e-13,7.2764721997711e-13,"Apoptosis: BCL2*"
"P-hsa05213-29","UP",7.28465118080548,3.22824875012133e-13,8.50589136970171e-13,"Endometrial cancer: CCND1"
"P-hsa05164-78","DOWN",-7.28196668376067,3.2931590921514e-13,8.66474958888644e-13,"Influenza A: GSK3B"
"P-hsa04110-46","UP",7.2728393938083,3.52358821715078e-13,9.25805531565106e-13,"Cell cycle: RB1"
"P-hsa05205-22","DOWN",-7.27069179617245,3.58006690002721e-13,9.39329441181964e-13,"Proteoglycans in cancer: PPP1R12A"
"P-hsa05142-44","DOWN",-7.26210140562905,3.81500776899586e-13,9.99574661262045e-13,"Chagas disease (American trypanosomiasis): PLCB1"
"P-hsa05168-122","DOWN",-7.25726931094838,3.95374807453015e-13,1.03448136510719e-12,"Herpes simplex infection: CASP3"
"P-hsa03320-62","DOWN",-7.24948426951843,4.18776241764708e-13,1.09418416371949e-12,"PPAR signaling pathway: UBC"
"P-hsa04152-89","DOWN",-7.24921581981394,4.19607062639975e-13,1.09483011058775e-12,"AMPK signaling pathway: CFTR"
"P-hsa04211-38","DOWN",-7.24733667188257,4.25467794072913e-13,1.10857997455665e-12,"Longevity regulating pathway - mammal: BAX"
"P-hsa04621-28","DOWN",-7.24572597365569,4.30555197902725e-13,1.12027954405757e-12,"NOD-like receptor signaling pathway: CASP8"
"P-hsa05134-9","UP",7.24465217483776,4.33979936030975e-13,1.12762653738796e-12,"Legionellosis: CASP7"
"P-hsa04730-20","UP",7.23149813931818,4.78167100055687e-13,1.23900756865258e-12,"Long-term depression: L-Glutamate"
"P-hsa04730-30","UP",7.23149813931818,4.78167100055687e-13,1.23900756865258e-12,"Long-term depression: L-Glutamate*"
"P-hsa04066-26","DOWN",-7.22773984345544,4.91583804975662e-13,1.27201547328875e-12,"HIF-1 signaling pathway: D-myo-Inositol 1,4,5-trisphosphate"
"P-hsa05168-79","UP",7.22183394995685,5.13417442829386e-13,1.3266819872561e-12,"Herpes simplex infection: EIF2S1"
"P-hsa04660-34","UP",7.2210286008434,5.16467578845591e-13,1.33272789259192e-12,"T cell receptor signaling pathway: FOS"
"P-hsa04115-52 53","UP",7.2167334055717,5.33037905510929e-13,1.37359767958586e-12,"p53 signaling pathway: CDK4 CCND1"
"P-hsa04620-40","DOWN",-7.21163286118656,5.53394024225506e-13,1.42409765356248e-12,"Toll-like receptor signaling pathway: CCL5"
"P-hsa04919-11","UP",7.20894836414174,5.64412361333447e-13,1.45046245186513e-12,"Thyroid hormone signaling pathway: CTNNB1"
"P-hsa04662-16","DOWN",-7.19284138187286,6.35190861660857e-13,1.63012046029517e-12,"B cell receptor signaling pathway: VAV3"
"P-hsa04933-28","DOWN",-7.18559323985187,6.69817665472215e-13,1.71663653063644e-12,"AGE-RAGE signaling pathway in diabetic complications: VCAM1"
"P-hsa05215-30","DOWN",-7.18317719251154,6.8176662008735e-13,1.74487609724948e-12,"Prostate cancer: TP53"
"P-hsa04662-24","DOWN",-7.1764659498995,7.16066901229837e-13,1.83016554047299e-12,"B cell receptor signaling pathway: FOS"
"P-hsa04727-26","DOWN",-7.14210438772589,9.2002557363208e-13,2.33870999476122e-12,"GABAergic synapse: KCNJ6"
"P-hsa05032-81","DOWN",-7.14210438772589,9.2002557363208e-13,2.33870999476122e-12,"Morphine addiction: KCNJ6"
"P-hsa05032-91","DOWN",-7.14210438772589,9.2002557363208e-13,2.33870999476122e-12,"Morphine addiction: KCNJ6**"
"P-hsa05032-85","DOWN",-7.14210438772589,9.2002557363208e-13,2.33870999476122e-12,"Morphine addiction: KCNJ6*"
"P-hsa04022-39","UP",7.14183593802141,9.21824720129882e-13,2.34011255069507e-12,"cGMP-PKG signaling pathway: KCNJ8"
"P-hsa04024-112","UP",7.1276081036839,1.02227665296629e-12,2.5916094607632e-12,"cAMP signaling pathway: GLI1"
"P-hsa05032-4","UP",7.09915243500888,1.25646255547e-12,3.18100371668248e-12,"Morphine addiction: ADCY1"
"P-hsa05161-78","DOWN",-7.08680374860274,1.37377908563724e-12,3.47332825425264e-12,"Hepatitis B: TNF"
"P-hsa04971-55","DOWN",-7.07982405628622,1.44477463809388e-12,3.64791012256274e-12,"Gastric acid secretion: MYLK4"
"P-hsa04270-28","DOWN",-7.07633421012796,1.48161007236489e-12,3.73588776311362e-12,"Vascular smooth muscle contraction: KCNMB2"
"P-hsa04650-25","DOWN",-7.0441202455902,1.86816895622676e-12,4.70427511661932e-12,"Natural killer cell mediated cytotoxicity: SH2D1B"
"P-hsa04210-62","UP",7.0384828017961,1.94531546759556e-12,4.89197294532074e-12,"Apoptosis: TP53AIP1"
"P-hsa04010-79","DOWN",-7.03526140534232,1.99079333154216e-12,4.99963626502423e-12,"MAPK signaling pathway: HSPB1"
"P-hsa05200-76","UP",7.02452341716307,2.1500472718798e-12,5.39236454819052e-12,"Pathways in cancer: RAC1"
"P-hsa05200-190","DOWN",-7.01593302661966,2.28638874224031e-12,5.72665591514394e-12,"Pathways in cancer: MYC*"
"P-hsa04390-89","UP",7.01432232839278,2.31288056659785e-12,5.78528525725008e-12,"Hippo signaling pathway: ID2"
"P-hsa04152-58","UP",7.01136938164348,2.36223307698571e-12,5.90086451721064e-12,"AMPK signaling pathway: SCD"
"P-hsa04024-9 95","UP",7.00761108578074,2.42654132436078e-12,6.05344617619791e-12,"cAMP signaling pathway: ATP1B4 FXYD1"
"P-hsa05134-71","DOWN",-7.00734263607626,2.43119991421099e-12,6.05701333208475e-12,"Legionellosis: CXCL8"
"P-hsa04020-16","DOWN",-7.00063139346423,2.55055788251893e-12,6.34595038143967e-12,"Calcium signaling pathway: Sphingosine 1-phosphate"
"P-hsa04510-24 69","DOWN",-6.99606774848805,2.63498460939936e-12,6.54732599633536e-12,"Focal adhesion: ZYX ACTB"
"P-hsa04261-52","UP",6.99392015085219,2.67565732655787e-12,6.6395941066436e-12,"Adrenergic signaling in cardiomyocytes: MAPK14"
"P-hsa04066-11","DOWN",-6.99284635203427,2.69622393372121e-12,6.68179141302641e-12,"HIF-1 signaling pathway: SLC2A1"
"P-hsa04727-13","DOWN",-6.97647092006091,3.02976137490223e-12,7.49845955054959e-12,"GABAergic synapse: CACNA1A"
"P-hsa04976-59","UP",6.97096770111904,3.15063029320921e-12,7.78732862985569e-12,"Bile secretion: ABCB4"
"P-hsa05200-223","UP",6.96814897922199,3.21444523139866e-12,7.92417773206817e-12,"Pathways in cancer: CCND1****"
"P-hsa05221-17","UP",6.96814897922199,3.21444523139866e-12,7.92417773206817e-12,"Acute myeloid leukemia: CCND1"
"P-hsa04650-14","DOWN",-6.96492758276821,3.28886134694682e-12,8.0969867281788e-12,"Natural killer cell mediated cytotoxicity: CSF2"
"P-hsa04810-8 79","UP",6.95123664783966,3.62442596435992e-12,8.89976846745969e-12,"Regulation of actin cytoskeleton: ARPC5 ACTB"
"P-hsa04810-8 82","UP",6.95123664783966,3.62442596435992e-12,8.89976846745969e-12,"Regulation of actin cytoskeleton: ARPC5 ACTB*"
"P-hsa05012-71","UP",6.95043129872622,3.64517787105083e-12,8.93902442626322e-12,"Parkinson's disease: PRKACA*"
"P-hsa04066-5","DOWN",-6.92600237561842,4.3330989872011e-12,1.061213276761e-11,"HIF-1 signaling pathway: VEGFA"
"P-hsa04950-22","UP",6.91553283714365,4.66549619801366e-12,1.14113049119604e-11,"Maturity onset diabetes of the young: NR5A2"
"P-hsa04115-43 57","UP",6.91365368921228,4.72774773342646e-12,1.15485087863386e-11,"p53 signaling pathway: CDK1 CCNB3"
"P-hsa04972-42","DOWN",-6.91284834009883,4.7546755476598e-12,1.15991824803768e-11,"Pancreatic secretion: CFTR"
"P-hsa05134-70","DOWN",-6.90882159453161,4.89158605419118e-12,1.19176823865749e-11,"Legionellosis: IL6"
"P-hsa04071-66","DOWN",-6.9061370974868,4.98499889970293e-12,1.21248277222311e-11,"Sphingolipid signaling pathway: D-myo-Inositol 1,4,5-trisphosphate"
"P-hsa04725-53","DOWN",-6.90600287263456,4.98953464902045e-12,1.21248277222311e-11,"Cholinergic synapse: CHRNA7"
"P-hsa04922-59","DOWN",-6.90211035191958,5.12840554694726e-12,1.24461692187232e-11,"Glucagon signaling pathway: CPT1C"
"P-hsa05231-18","DOWN",-6.9018419022151,5.13810847187293e-12,1.24536065804052e-11,"Choline metabolism in cancer: CHKA"
