"","UP/DOWN","statistic","p.value","FDRp.value"
"P-hsa04911-35","UP",10.4241704747147,1.9259854345002e-25,1.18463890987619e-24
"P-hsa05215-12","UP",10.4155800841713,2.10807470243722e-25,1.29240135352033e-24
"P-hsa04972-51","DOWN",-10.4034998474696,2.39327607638786e-25,1.46247098348652e-24
"P-hsa05218-9","UP",10.4008153504248,2.46167221802303e-25,1.49938216915948e-24
"P-hsa04540-18 19","UP",10.3949094569262,2.61903702886217e-25,1.59006908289496e-24
"P-hsa04068-88","DOWN",-10.3648430900243,3.58849553662528e-25,2.17161858926097e-24
"P-hsa04725-25","DOWN",-10.3498099065734,4.19905797438688e-25,2.52826732221038e-24
"P-hsa04750-60","DOWN",-10.3496756817211,4.20479426721555e-25,2.52826732221038e-24
"P-hsa04115-29","UP",10.3366558710538,4.81705492380851e-25,2.88715496391845e-24
"P-hsa04360-35","UP",10.3358505219403,4.85769203508997e-25,2.90223893561426e-24
"P-hsa04932-55","DOWN",-10.3205488887849,5.69765509627519e-25,3.39327014622611e-24
"P-hsa04210-106","UP",10.3181328414446,5.84283615735804e-25,3.46872171873534e-24
"P-hsa04350-21","UP",10.3079317526743,6.4973245668162e-25,3.84510438086662e-24
"P-hsa05200-217","DOWN",-10.2915563207009,7.70301878767234e-25,4.54429661813626e-24
"P-hsa05161-213","DOWN",-10.2644429005483,1.02049274981882e-24,6.00139309924797e-24
"P-hsa04340-51","UP",10.2488728176884,1.19897977742647e-24,7.02901894516266e-24
"P-hsa05219-19","UP",10.2461883206436,1.23273751259848e-24,7.20440988671262e-24
"P-hsa04931-149","UP",10.2367925809867,1.35847554793727e-24,7.91459667059104e-24
"P-hsa04932-14","DOWN",-10.2354503324643,1.37744609408031e-24,8.00027514704231e-24
"P-hsa04742-31","DOWN",-10.2298128886702,1.46003022648106e-24,8.45375526197058e-24
"P-hsa04932-7","UP",10.2268599419209,1.50522728786993e-24,8.68863505244306e-24
"P-hsa04920-12","DOWN",-10.2251150188418,1.53254477494246e-24,8.81918404230693e-24
"P-hsa04310-20","UP",10.1882031844756,2.24172686940924e-24,1.28607939052347e-23
"P-hsa04210-52","UP",10.1734384507291,2.60904737809189e-24,1.49224782966475e-23
"P-hsa05166-74","UP",10.1691432554574,2.72668549118075e-24,1.55479087582221e-23
"P-hsa04530-4 37 11","UP",10.1581368175737,3.05266103029143e-24,1.73539154328083e-23
"P-hsa04370-14","DOWN",-10.1377346400331,3.76227622687079e-24,2.12535976479858e-23
"P-hsa04713-61","UP",10.1380030897376,3.75195370945442e-24,2.12535976479858e-23
"P-hsa04724-67","DOWN",-10.1374661903286,3.77262687461582e-24,2.12535976479858e-23
"P-hsa04068-42","DOWN",-10.1329025453524,3.95296617681915e-24,2.22028878674034e-23
"P-hsa04660-43","UP",10.13156029683,4.00761392028034e-24,2.24426379535699e-23
"P-hsa04115-30","UP",10.1251175039225,4.28051891109989e-24,2.38995639203077e-23
"P-hsa04923-66","UP",10.1173324624925,4.63493516437366e-24,2.58015975322403e-23
"P-hsa05205-215 216","UP",10.1130372672208,4.84276113548547e-24,2.68787570715111e-23
"P-hsa05200-222","DOWN",-10.1028361784505,5.37407253099942e-24,2.97397052157962e-23
"P-hsa04068-55","DOWN",-10.1009570305192,5.47806126903483e-24,3.02260086491451e-23
"P-hsa04071-65","DOWN",-10.0961249358385,5.7547019941793e-24,3.16592989474498e-23
"P-hsa04152-64","UP",10.0816286517965,6.67037763001259e-24,3.65895568242796e-23
"P-hsa05134-72","DOWN",-10.0687430659814,7.60460766873169e-24,4.15925480657162e-23
"P-hsa04520-44 52 45","UP",10.0590788766201,8.38928070888098e-24,4.57508447961068e-23
"P-hsa04261-8 38","UP",10.0494146872587,9.25406310583013e-24,5.03206445986589e-23
"P-hsa05223-37","UP",10.0478039890319,9.40653852556318e-24,5.10019256472732e-23
"P-hsa05161-126","UP",10.0298178588316,1.12877690309223e-23,6.10255178732282e-23
"P-hsa04973-5","DOWN",-10.0204221191748,1.24140805368964e-23,6.69218824345337e-23
"P-hsa04152-56","UP",10.0169322730165,1.28601868646832e-23,6.9128110481793e-23
"P-hsa05169-32","DOWN",-10.0126370777448,1.3431085915541e-23,7.19906205072995e-23
"P-hsa04917-31","DOWN",-10.0072680836552,1.41801157625716e-23,7.57888808278754e-23
"P-hsa04310-36","DOWN",-9.97022202443675,2.06046610389596e-23,1.09813477582637e-22
"P-hsa04664-25","UP",9.95465194157683,2.40988489393463e-23,1.28072069717319e-22
"P-hsa05161-125","UP",9.93424976403625,2.95789184901727e-23,1.56751556744531e-22
"P-hsa04910-18","UP",9.9321021664004,3.02230870164756e-23,1.59714116177206e-22
"P-hsa04740-33","UP",9.91277378767774,3.66824493384539e-23,1.93304143143088e-22
"P-hsa04068-66","DOWN",-9.91223688826878,3.68801505746061e-23,1.93801575568519e-22
"P-hsa04713-60","UP",9.91169998885981,3.70789067421581e-23,1.94301757118125e-22
"P-hsa04152-63","UP",9.91035774033741,3.75804491205749e-23,1.96381399861277e-22
"P-hsa05210-53","UP",9.90123045038504,4.11736836762905e-23,2.14560640490891e-22
"P-hsa04072-57","DOWN",-9.89720370481782,4.2865155351103e-23,2.21529012227739e-22
"P-hsa04668-153","DOWN",-9.8974721545223,4.27502810059596e-23,2.21529012227739e-22
"P-hsa05034-99","UP",9.89774060422678,4.26357114696541e-23,2.21529012227739e-22
"P-hsa05152-98","DOWN",-9.88404966929824,4.88846394579578e-23,2.51943911052552e-22
"P-hsa04970-45","UP",9.87572772845932,5.31172752658319e-23,2.73008242188221e-22
"P-hsa04931-40","UP",9.87277478171002,5.47052019045521e-23,2.80401526702021e-22
"P-hsa05132-68","DOWN",-9.86767423732488,5.75588730211456e-23,2.94224647922804e-22
"P-hsa04340-50","UP",9.86713733791591,5.78677007061121e-23,2.94999474251811e-22
"P-hsa04071-11","DOWN",-9.85264105387392,6.68553038383155e-23,3.39893089432737e-22
"P-hsa04068-46","DOWN",-9.84405066333052,7.28196457833575e-23,3.68220095659242e-22
"P-hsa04921-65","DOWN",-9.84405066333052,7.28196457833575e-23,3.68220095659242e-22
"P-hsa04068-41","DOWN",-9.837070971014,7.80511413442182e-23,3.93612745058477e-22
"P-hsa04068-60","DOWN",-9.83519182308263,7.95220906051424e-23,3.99955608512727e-22
"P-hsa05132-41","DOWN",-9.83197042662886,8.21078337691098e-23,4.11856406820455e-22
"P-hsa04360-19","DOWN",-9.8126420479062,9.94653252677708e-23,4.97591867206235e-22
"P-hsa04014-69","DOWN",-9.78069653307292,1.3645033309763e-22,6.80800066199876e-22
"P-hsa04550-36","UP",9.77022699459815,1.5131345509466e-22,7.52955017924623e-22
"P-hsa05032-13","UP",9.76351575198612,1.61672702523141e-22,8.02375634744477e-22
"P-hsa04152-77","UP",9.75626760996512,1.73650015449016e-22,8.59544667499614e-22
"P-hsa04115-39","UP",9.74203977562761,1.99772557077055e-22,9.86245571254091e-22
"P-hsa05217-3","UP",9.73344938508421,2.17390194807699e-22,1.07040421380379e-21
"P-hsa04115-27","DOWN",-9.73264403597076,2.19118646430522e-22,1.07609052540225e-21
"P-hsa04919-31","UP",9.72297984660944,2.40951814496733e-22,1.1802235091276e-21
"P-hsa04550-60","DOWN",-9.71546325488396,2.59409838691298e-22,1.26732514943978e-21
"P-hsa05216-11","DOWN",-9.70955736138537,2.74888422728098e-22,1.33945631438419e-21
"P-hsa04064-137","DOWN",-9.70096697084197,2.99047788995264e-22,1.45340324392517e-21
"P-hsa05032-38","DOWN",-9.69801402409267,3.07828671678856e-22,1.49221340586443e-21
"P-hsa04726-71","DOWN",-9.69371882882097,3.21058217526754e-22,1.55233303113451e-21
"P-hsa04919-99","UP",9.65828346782943,4.53991373053172e-22,2.1894288325135e-21
"P-hsa04724-66","DOWN",-9.63855241455006,5.50291153584036e-22,2.647041549035e-21
"P-hsa04068-57","DOWN",-9.63465989383508,5.7155351539527e-22,2.74228745493997e-21
"P-hsa04010-66","DOWN",-9.59895608313906,8.08634040988184e-22,3.86989148187202e-21
"P-hsa04340-31","UP",9.59143949141358,8.69776124507314e-22,4.15190842131227e-21
"P-hsa04510-19 23","DOWN",-9.59036569259566,8.78876208954107e-22,4.18469991877641e-21
"P-hsa05031-98","UP",9.57935925471192,9.77758164951811e-22,4.64373244923949e-21
"P-hsa05164-20","UP",9.57264801209989,1.04337369868456e-21,4.94285115841471e-21
"P-hsa04115-1","UP",9.56539987007889,1.11913698275875e-21,5.28841556588268e-21
"P-hsa04919-21 53","UP",9.56513142037441,1.12204518360618e-21,5.28883609157084e-21
"P-hsa04115-36","UP",9.55573568071756,1.22868136377024e-21,5.77695799106006e-21
"P-hsa04961-5","UP",9.55466188189964,1.24148940580581e-21,5.82258531322923e-21
"P-hsa04068-51","DOWN",-9.54043404756213,1.42419965055243e-21,6.62977306311753e-21
"P-hsa04068-56","DOWN",-9.54043404756213,1.42419965055243e-21,6.62977306311753e-21
"P-hsa05210-22","DOWN",-9.54070249726661,1.42051762412722e-21,6.62977306311753e-21
"P-hsa05160-66","DOWN",-9.53667575169939,1.47675041786705e-21,6.85738560375885e-21
"P-hsa04970-21","DOWN",-9.50714628420644,1.96217460085509e-21,9.08898654618309e-21
"P-hsa04213-54","DOWN",-9.50660938479748,1.97232451372843e-21,9.1134994772279e-21
"P-hsa04620-86","DOWN",-9.50070349129889,2.08745992493237e-21,9.62180545251384e-21
"P-hsa04064-114","DOWN",-9.48083821316727,2.52573263396457e-21,1.16134176993077e-20
"P-hsa04068-48","DOWN",-9.47090557410146,2.77784744599093e-21,1.27103458748268e-20
"P-hsa05133-94","DOWN",-9.47090557410146,2.77784744599093e-21,1.27103458748268e-20
"P-hsa04068-67","DOWN",-9.46097293503565,3.05482973547129e-21,1.3943699717139e-20
"P-hsa05140-21","DOWN",-9.43654401192785,3.85771138657022e-21,1.75656955369071e-20
"P-hsa04211-29","UP",9.42392687581723,4.35082033719316e-21,1.97630483113181e-20
"P-hsa04662-36","DOWN",-9.42204772788586,4.42941052918204e-21,2.00714351515592e-20
"P-hsa04670-45","DOWN",-9.42016857995449,4.50940456437861e-21,2.03846818380103e-20
"P-hsa04911-25","DOWN",-9.39654500596013,5.64560936399237e-21,2.54595268433887e-20
"P-hsa05200-207","DOWN",-9.39627655625565,5.66002621308671e-21,2.54633313567162e-20
"P-hsa04068-52","DOWN",-9.38714926630329,6.17247049164646e-21,2.77022838333224e-20
"P-hsa04064-136","DOWN",-9.38527011837192,6.28353603644348e-21,2.81334453564868e-20
"P-hsa05200-224","DOWN",-9.37533747930611,6.90426140653597e-21,3.07657824196235e-20
"P-hsa05221-12","DOWN",-9.37533747930611,6.90426140653597e-21,3.07657824196235e-20
"P-hsa04115-19","UP",9.3611096449686,7.90039221119029e-21,3.51211748535379e-20
"P-hsa04068-49","DOWN",-9.34473421299524,9.22374638539145e-21,4.0907206191476e-20
"P-hsa05130-26","DOWN",-9.34366041417731,9.31780751651381e-21,4.12269030683488e-20
"P-hsa05200-146 147","DOWN",-9.33507002363391,1.01050409062708e-20,4.43959174242717e-20
"P-hsa05222-14 15","DOWN",-9.33507002363391,1.01050409062708e-20,4.43959174242717e-20
"P-hsa05223-29 34","DOWN",-9.33507002363391,1.01050409062708e-20,4.43959174242717e-20
"P-hsa04014-45","UP",9.33292242599806,1.03121757097874e-20,4.52000972700029e-20
"P-hsa04918-14","DOWN",-9.32567428397706,1.10419807261044e-20,4.82861441542467e-20
"P-hsa04068-45","DOWN",-9.31332559757092,1.24047880090149e-20,5.41194937323535e-20
"P-hsa04810-48","UP",9.31117799993507,1.26582198857592e-20,5.50970313356941e-20
"P-hsa05212-54","DOWN",-9.30715125436785,1.3147281486183e-20,5.70932871946281e-20
"P-hsa05321-46","DOWN",-9.30097691116478,1.39336917500562e-20,6.0368604441352e-20
"P-hsa04064-129","DOWN",-9.29507101766619,1.47293690724073e-20,6.36688856678252e-20
"P-hsa04152-33","UP",9.28755442594071,1.58073125703536e-20,6.80149504173932e-20
"P-hsa04922-60","UP",9.28755442594071,1.58073125703536e-20,6.80149504173932e-20
"P-hsa04668-36","DOWN",-9.27252124248976,1.82025830860379e-20,7.81419813945241e-20
"P-hsa04610-58","DOWN",-9.27037364485391,1.85728548987004e-20,7.95494881049361e-20
"P-hsa04750-40","UP",9.26983674544494,1.86665804835705e-20,7.97688040710209e-20
"P-hsa04730-8","DOWN",-9.25372976317606,2.17065213453187e-20,9.25487137359496e-20
"P-hsa04210-51","UP",9.2446024732237,2.36413274336539e-20,1.00569456384433e-19
"P-hsa04152-57","UP",9.24299177499681,2.4000039705978e-20,1.0186442191949e-19
"P-hsa04630-28","UP",9.23574363297582,2.56819874714268e-20,1.08757129788706e-19
"P-hsa05032-31","DOWN",-4.42593027778375,2.95295239297842e-20,1.24209387650841e-19
"P-hsa05032-33","DOWN",-4.42593027778375,2.95295239297842e-20,1.24209387650841e-19
"P-hsa05032-55","DOWN",-4.42593027778375,2.95295239297842e-20,1.24209387650841e-19
"P-hsa04068-68","DOWN",-9.22044199982038,2.96248652694365e-20,1.24331649318709e-19
"P-hsa04668-48","DOWN",-9.19735532523498,3.67326100754544e-20,1.53817804690965e-19
"P-hsa04340-26","DOWN",-9.18393284001092,4.16146462169472e-20,1.73873221164795e-19
"P-hsa04740-13","UP",9.18044299385266,4.2985707706557e-20,1.79202639238891e-19
"P-hsa03320-25","DOWN",-9.16567826010619,4.9297675584103e-20,2.05060841232322e-19
"P-hsa04919-100","UP",9.13829639024909,6.35226296035355e-20,2.63647020212904e-19
"P-hsa04062-40","UP",9.1251423547295,7.17308747062709e-20,2.96403350107851e-19
"P-hsa04611-25","DOWN",-9.1251423547295,7.17308747062709e-20,2.96403350107851e-19
"P-hsa05205-109","DOWN",-9.1165519641861,7.76484985948061e-20,3.20150732667816e-19
"P-hsa05231-39","DOWN",-9.11359901743681,7.979211984688e-20,3.28267580773567e-19
"P-hsa04510-23 4 5","UP",9.11279366832336,8.03868262357886e-20,3.29990560215185e-19
"P-hsa04610-57","DOWN",-9.10232412984859,8.85284723967266e-20,3.62618808332443e-19
"P-hsa04919-26","UP",9.08675404698868,1.02165884661185e-19,4.17566883713251e-19
"P-hsa04530-11 33","UP",9.08594869787523,1.02925147006413e-19,4.19755599530503e-19
"P-hsa04310-35","DOWN",-9.08245885171697,1.06280240206646e-19,4.32498331079539e-19
"P-hsa04024-78","UP",9.06662031915257,1.22917085583743e-19,4.9911786267338e-19
"P-hsa04064-25","DOWN",-9.06393582210776,1.25981454395362e-19,5.10456173748811e-19
"P-hsa04068-47","DOWN",-9.03762775106859,1.60305209995582e-19,6.45348871141011e-19
"P-hsa04068-54","DOWN",-9.03762775106859,1.60305209995582e-19,6.45348871141011e-19
"P-hsa04727-47","UP",9.03789620077307,1.59912116904776e-19,6.45348871141011e-19
"P-hsa05152-23","DOWN",-9.00702448475772,2.11982020882883e-19,8.51559467186914e-19
"P-hsa04660-44","UP",9.00138704096361,2.23156415385241e-19,8.94532981330583e-19
"P-hsa05215-14","UP",8.99655494628295,2.33196309717132e-19,9.32785238868529e-19
"P-hsa04666-51","DOWN",-8.98554850839921,2.57761363685826e-19,1.02885174100981e-18
"P-hsa04218-58","DOWN",-8.98205866224095,2.66071540068775e-19,1.05976689844803e-18
"P-hsa05205-120","DOWN",-8.97722656756029,2.78016535322775e-19,1.10499792429137e-18
"P-hsa04925-5","DOWN",-8.97319982199307,2.88374246741286e-19,1.14374225557432e-18
"P-hsa04750-51","DOWN",-8.96890462672137,2.99837967551449e-19,1.18420216237162e-18
"P-hsa04750-61","DOWN",-8.96890462672137,2.99837967551449e-19,1.18420216237162e-18
"P-hsa04110-43 83 84 85","DOWN",-8.96836772731241,3.01307749005776e-19,1.18750701078747e-18
"P-hsa04931-135","UP",8.94823399947631,3.61654078111375e-19,1.42235440364138e-18
"P-hsa05031-96","UP",8.93910670952394,3.9280562957331e-19,1.54163883071031e-18
"P-hsa04650-15","DOWN",-8.92487887518643,4.46728579070509e-19,1.74960921573335e-18
"P-hsa04068-43","DOWN",-8.92273127755058,4.55479461442834e-19,1.78016556180574e-18
"P-hsa04923-16","UP",8.92031523021025,4.65526733965469e-19,1.81565104557011e-18
"P-hsa04931-35","DOWN",-8.91977833080128,4.67789022082417e-19,1.82068922287679e-18
"P-hsa04010-134","DOWN",-8.91843608227888,4.7349236741499e-19,1.83907180387272e-18
"P-hsa05145-35","DOWN",-8.91548313552958,4.86282640297274e-19,1.88484758925142e-18
"P-hsa05020-59","DOWN",-8.91172483966685,5.03055809058277e-19,1.94584061400686e-18
"P-hsa04270-48","UP",8.91145638996236,5.04275529100297e-19,1.94654504648592e-18
"P-hsa04068-50","DOWN",-8.90716119469066,5.24193090962727e-19,2.01927359064902e-18
"P-hsa04917-34","DOWN",-8.90206065030552,5.4885647783454e-19,2.10994826315081e-18
"P-hsa04024-123","UP",8.90098685148759,5.54193025775365e-19,2.12610657741224e-18
"P-hsa04910-46","UP",8.90044995207863,5.56880488149512e-19,2.13205672605813e-18
"P-hsa05152-112","DOWN",-8.88407452010527,6.45329329312241e-19,2.46565747818689e-18
"P-hsa04010-87","DOWN",-8.88085312365149,6.64296306309245e-19,2.53296721674013e-18
"P-hsa04068-44","DOWN",-8.86877288694983,7.40455221870281e-19,2.81763488078833e-18
"P-hsa04622-6","UP",8.86071939581539,7.95955244838037e-19,3.02269643586267e-18
"P-hsa05222-34","UP",8.83736427152552,9.81209651351428e-19,3.71868546653592e-18
"P-hsa04726-64","UP",8.83494822418518,1.00264945860942e-18,3.7922790007082e-18
"P-hsa05012-70","UP",8.82931078039108,1.05449156751427e-18,3.98033436751864e-18
"P-hsa04550-25","DOWN",-8.82259953777904,1.11966886212373e-18,4.21786904687574e-18
"P-hsa05200-195","UP",8.82206263837008,1.12505171213051e-18,4.22965333057481e-18
"P-hsa04370-36","DOWN",-8.82152573896112,1.13046011841766e-18,4.24148636430305e-18
"P-hsa04022-63","UP",8.81588829516701,1.18882180734806e-18,4.4426886665039e-18
"P-hsa05205-145","UP",8.81588829516701,1.18882180734806e-18,4.4426886665039e-18
"P-hsa04727-35","UP",8.81508294605356,1.197398538572e-18,4.46584425121484e-18
"P-hsa05142-67","DOWN",-8.78958022412784,1.50299269516755e-18,5.59447280979032e-18
"P-hsa05140-62","DOWN",-8.77508394008585,1.70980249499392e-18,6.3516623378388e-18
"P-hsa04919-91","DOWN",-8.77266789274551,1.74690260890321e-18,6.47665868439213e-18
"P-hsa04933-22","DOWN",-8.77052029510966,1.78054714390898e-18,6.5883756251938e-18
"P-hsa05211-21","UP",8.75763470929456,1.99627617538572e-18,7.37207500988899e-18
"P-hsa04520-34","UP",8.75521866195423,2.03950738898625e-18,7.51692703681377e-18
"P-hsa04152-81","UP",8.7297159400285,2.55616214865505e-18,9.40266704093506e-18
"P-hsa05223-23","UP",8.72703144298369,2.61754768190961e-18,9.60962710618872e-18
"P-hsa05142-64","DOWN",-8.7181726027358,2.83063018655375e-18,1.03716059179196e-17
"P-hsa04620-19","DOWN",-8.70636081573863,3.14158494152613e-18,1.14885250493236e-17
"P-hsa05142-18","DOWN",-8.67709979795016,4.06468083341743e-18,1.48352942480372e-17
"P-hsa04014-100","UP",8.67441530090534,4.16171236333176e-18,1.515994639536e-17
"P-hsa05162-62","DOWN",-8.6620666144992,4.63833442010729e-18,1.6863401883956e-17
"P-hsa04919-32","UP",8.66018746656784,4.71543967078526e-18,1.71105702560796e-17
"P-hsa05200-204","UP",8.65159707602443,5.08434428968177e-18,1.84135712112799e-17
"P-hsa05211-2","UP",8.64112753754966,5.57263799345745e-18,2.01430999532296e-17
"P-hsa04662-10","UP",8.63924838961829,5.66505447179027e-18,2.03985454684809e-17
"P-hsa05150-35","DOWN",-8.63924838961829,5.66440117496979e-18,2.03985454684809e-17
"P-hsa04917-65","UP",8.63669811742572,5.79041971241034e-18,2.0810014138854e-17
"P-hsa04612-39","DOWN",-8.63414784523315,5.92359421594633e-18,2.12479211264155e-17
