"","UP/DOWN","statistic","p.value","FDRp.value"
"P-hsa04261-66","UP",4.83907437298053,1.30533345367285e-06,2.19623816958768e-06
"P-hsa04066-43","DOWN",-4.83558452682227,1.32844562563431e-06,2.23312185814513e-06
"P-hsa04916-4","DOWN",-4.83102088184609,1.35925751993104e-06,2.28287117940075e-06
"P-hsa04912-20","UP",4.81652459780409,1.46178414971611e-06,2.45286857322667e-06
"P-hsa03320-31","UP",4.81464544987273,1.47560609707792e-06,2.4738490063612e-06
"P-hsa05161-130","DOWN",-4.80149141435314,1.57593878775851e-06,2.63969746949551e-06
"P-hsa04611-7","UP",4.79934381671729,1.5929302834365e-06,2.66577806576885e-06
"P-hsa04620-34","DOWN",-4.79827001789936,1.60149193505045e-06,2.67771735307901e-06
"P-hsa04350-34","UP",4.79800156819488,1.60363924966353e-06,2.67892006444236e-06
"P-hsa04024-92","UP",4.79585397055903,1.62091768340405e-06,2.70537506589501e-06
"P-hsa04728-71 72","DOWN",-4.78350528415289,1.72379484928257e-06,2.8745236775592e-06
"P-hsa04360-21","DOWN",-4.77518334331397,1.7966339707191e-06,2.99332622475047e-06
"P-hsa04920-9","DOWN",-4.76874055040642,1.85504759069049e-06,3.08790530624256e-06
"P-hsa04950-21","UP",4.75719721311372,1.96429892237852e-06,3.26397234577688e-06
"P-hsa04950-18","UP",4.75719721311372,1.96429892237852e-06,3.26397234577688e-06
"P-hsa04670-18","UP",4.75692876340924,1.96690809289014e-06,3.2654155595238e-06
"P-hsa04976-34","DOWN",-0.783336237676533,2.10935824425165e-06,3.49881172963404e-06
"P-hsa05215-34","DOWN",-4.74082178114036,2.12994177440771e-06,3.52983283461914e-06
"P-hsa05169-29","DOWN",-4.73598968645969,2.18133013418719e-06,3.6118052354238e-06
"P-hsa04152-35","UP",4.73035224266559,2.24278849528504e-06,3.7102920786197e-06
"P-hsa04914-29","DOWN",-4.72323832549683,2.32270832254715e-06,3.83911965911758e-06
"P-hsa04064-50","DOWN",-4.71988270419081,2.36136438708086e-06,3.89957710401734e-06
"P-hsa04919-29","UP",4.71746665685048,2.3895706836552e-06,3.94268654576707e-06
"P-hsa04360-40 139","DOWN",-4.71451371010119,2.42448447018681e-06,3.99677756245207e-06
"P-hsa04510-43","UP",4.71182921305637,2.45664882890962e-06,4.04535961889518e-06
"P-hsa05031-53","UP",4.71169498820413,2.45826757224974e-06,4.04535961889518e-06
"P-hsa05132-54","DOWN",-4.69840672783231,2.62371219002745e-06,4.31383353943164e-06
"P-hsa05110-12","UP",4.69491688167405,2.66890317327062e-06,4.38045700179849e-06
"P-hsa05120-35","UP",4.69491688167405,2.66890317327062e-06,4.38045700179849e-06
"P-hsa04350-32","UP",4.67773610058724,2.90249382196366e-06,4.75968392482852e-06
"P-hsa05162-23","DOWN",-4.67451470413347,2.94842280827846e-06,4.83077833041956e-06
"P-hsa04611-92","UP",4.6683403609304,3.03840971759125e-06,4.97387140506211e-06
"P-hsa05216-15","UP",4.66270291713629,3.12286798839984e-06,5.10767249018144e-06
"P-hsa05152-6","DOWN",-4.66216601772733,3.13102806173448e-06,5.11655805210269e-06
"P-hsa04912-17","UP",4.64793818338982,3.35487522732479e-06,5.47758566271655e-06
"P-hsa05100-33","DOWN",-4.63424724846127,3.58471115066884e-06,5.84775488578674e-06
"P-hsa05030-73","UP",4.63156275141646,3.63151363157999e-06,5.91895705720596e-06
"P-hsa04151-27","DOWN",-4.62646220703131,3.72205724731879e-06,6.06126683677956e-06
"P-hsa05166-32","DOWN",-4.62619375732683,3.72688216282739e-06,6.06386031002964e-06
"P-hsa05210-23","UP",4.62109321294168,3.81970285858594e-06,6.20949962106345e-06
"P-hsa04932-96","DOWN",-4.61518731944309,3.92994834750355e-06,6.38318883109667e-06
"P-hsa05130-28","DOWN",-4.61142902358036,4.00168557588446e-06,6.49408489650453e-06
"P-hsa04151-105 62","DOWN",-4.60257018333247,4.17577983707291e-06,6.77075451542678e-06
"P-hsa04933-56","DOWN",-4.59612739042492,4.30692815677188e-06,6.97737238523666e-06
"P-hsa04666-23","DOWN",-4.59505359160699,4.3291664046302e-06,7.00734786461282e-06
"P-hsa04064-3","UP",4.57384606495297,4.7915873624614e-06,7.74247880445959e-06
"P-hsa05142-53","UP",4.57384606495297,4.7915873624614e-06,7.74247880445959e-06
"P-hsa04114-80","DOWN",-4.57008776909023,4.87832340059193e-06,7.87584741782312e-06
"P-hsa04910-24","UP",4.56391342588716,5.02409179547615e-06,8.10420998135275e-06
"P-hsa05145-67","DOWN",-4.55934978091098,5.1345049044568e-06,8.27519862608329e-06
"P-hsa05321-75","DOWN",-4.55371233711687,5.27410753755734e-06,8.49289763129405e-06
"P-hsa04933-35","UP",4.55129628977654,5.33504329577353e-06,8.58365456506959e-06
"P-hsa05031-11","DOWN",-2.13471205003557,5.35895686625898e-06,8.6000026356731e-06
"P-hsa05031-54","DOWN",-2.13471205003557,5.35895686625898e-06,8.6000026356731e-06
"P-hsa05034-7","DOWN",-2.13471205003557,5.35895686625898e-06,8.6000026356731e-06
"P-hsa05161-44","UP",4.54539039627795,5.48684809417185e-06,8.79771540569776e-06
"P-hsa04015-14","DOWN",-4.53921605307488,5.64997089388988e-06,9.05153321685518e-06
"P-hsa05231-34","DOWN",-4.5389476033704,5.65716746651328e-06,9.05532949417997e-06
"P-hsa04971-37","DOWN",-4.53277326016732,5.8251309668994e-06,9.31623673819546e-06
"P-hsa05217-19","UP",4.52820961519114,5.95233464307138e-06,9.51156711277846e-06
"P-hsa04071-24","UP",4.523109070806,6.09764891655142e-06,9.72720184307012e-06
"P-hsa05131-12","DOWN",-4.523109070806,6.09764891655142e-06,9.72720184307012e-06
"P-hsa05205-220","DOWN",-4.52069302346566,6.16766109550044e-06,9.83052864499475e-06
"P-hsa05014-33 34","DOWN",-4.51102883410434,6.45547901913734e-06,1.02805421391355e-05
"P-hsa05150-66","DOWN",-4.50941813587745,6.5046811284654e-06,1.03501117871086e-05
"P-hsa04064-116","DOWN",-4.50673363883264,6.58748289373186e-06,1.04729812785093e-05
"P-hsa04151-25","UP",4.5043175914923,6.66286583328657e-06,1.05838580044417e-05
"P-hsa04650-110 111","DOWN",-4.49975394651612,6.8075131975043e-06,1.0804479491132e-05
"P-hsa05152-88 89","DOWN",-4.49733789917579,6.88530241709351e-06,1.091870442474e-05
"P-hsa04530-5 15","UP",4.49653255006234,6.91142057283386e-06,1.09323988150391e-05
"P-hsa04610-44","UP",4.49653255006234,6.91142057283386e-06,1.09323988150391e-05
"P-hsa04810-29","UP",4.49653255006234,6.91142057283386e-06,1.09323988150391e-05
"P-hsa04912-14","UP",4.49626410035786,6.92014766413456e-06,1.09369814809742e-05
"P-hsa05031-10","UP",4.48042556779346,7.45412201281944e-06,1.17709872862368e-05
"P-hsa04650-119","DOWN",-4.47827797015761,7.52948963763839e-06,1.18800021532461e-05
"P-hsa04921-55","DOWN",-4.42754097601064,9.53727812165359e-06,1.50352384506068e-05
"P-hsa04740-16","UP",4.41062864462832,1.03134863966159e-05,1.62452564903874e-05
"P-hsa04722-84","UP",4.40552810024317,1.05591837862007e-05,1.66183127373427e-05
"P-hsa04550-22","UP",4.40338050260732,1.06642987780336e-05,1.6769676871409e-05
"P-hsa05211-42","DOWN",-4.40096445526699,1.078374737816e-05,1.69433082759029e-05
"P-hsa04520-9 57","UP",4.39425321265496,1.11222887386821e-05,1.7460597216542e-05
"P-hsa05133-24","UP",4.38700507063396,1.14993024542361e-05,1.80373673947716e-05
"P-hsa04620-76","DOWN",-4.38619972152052,1.15419380197171e-05,1.80891192355799e-05
"P-hsa04261-36","UP",4.37868312979504,1.19472133512197e-05,1.87086579690218e-05
"P-hsa04115-9","DOWN",-4.37573018304574,1.21101151955119e-05,1.89321467556503e-05
"P-hsa04660-14","UP",4.37573018304574,1.21101151955119e-05,1.89321467556503e-05
"P-hsa04380-51","DOWN",-4.37358258540989,1.22299184040728e-05,1.91035195054459e-05
"P-hsa04950-13","DOWN",-4.3676766919113,1.25652370230663e-05,1.95946672113653e-05
"P-hsa04950-15","DOWN",-4.3676766919113,1.25652370230663e-05,1.95946672113653e-05
"P-hsa04510-20 69","DOWN",-4.36579754397993,1.26737565248453e-05,1.9747481096852e-05
"P-hsa04211-56","UP",4.35801250254998,1.31329385044696e-05,2.04459689911908e-05
"P-hsa04924-58","DOWN",-4.35640180432309,1.32299031723157e-05,2.05798493791577e-05
"P-hsa04520-44 47","UP",4.35371730727828,1.33930304385796e-05,2.08163422558205e-05
"P-hsa04921-60","DOWN",-4.32848303505703,1.50231407835044e-05,2.33306391637866e-05
"P-hsa05161-100","DOWN",-4.32150334274051,1.55064020576549e-05,2.406121609608e-05
"P-hsa05161-57","DOWN",-4.31613434865089,1.58881889383909e-05,2.46332582218359e-05
"P-hsa04913-36","UP",4.30969155574334,1.63581649232781e-05,2.53200638581434e-05
"P-hsa04913-37","UP",4.30969155574334,1.63581649232781e-05,2.53200638581434e-05
"P-hsa04015-92","DOWN",-4.29774554389392,1.72647848040727e-05,2.67013489632649e-05
"P-hsa04024-25","DOWN",-4.29680596992823,1.73381646880204e-05,2.67927487271222e-05
"P-hsa04062-43","DOWN",-4.28526263263553,1.82633671149437e-05,2.81992400885879e-05
"P-hsa05205-183","DOWN",-4.2785513900235,1.88227010976609e-05,2.9038969785536e-05
"P-hsa04933-63","DOWN",-4.26190750834566,2.02811141651923e-05,3.12632458290064e-05
"P-hsa04390-58","UP",4.2613706089367,2.03299060090507e-05,3.13127287955493e-05
"P-hsa04151-26","UP",4.25680696396051,2.07491733409969e-05,3.19322798914768e-05
"P-hsa05213-13","UP",4.25063262075744,2.13295363464331e-05,3.27985329392692e-05
"P-hsa05200-211","DOWN",-4.24767967400815,2.16125330706489e-05,3.32064799676801e-05
"P-hsa04725-43","UP",4.23533098760201,2.28351665633004e-05,3.5056278619273e-05
"P-hsa04912-26","UP",4.23345183967064,2.30268936949489e-05,3.53217110153099e-05
"P-hsa04742-8","DOWN",-4.23143846688703,2.32339596105345e-05,3.56102191416363e-05
"P-hsa05220-6","DOWN",-4.22164005267346,2.42675679668879e-05,3.71640469435768e-05
"P-hsa04960-3","UP",4.21841865621968,2.46168165590806e-05,3.76374473226041e-05
"P-hsa05231-59","DOWN",-4.21841865621968,2.46168165590806e-05,3.76374473226041e-05
"P-hsa05169-64","DOWN",-4.20016407631495,2.66879791788295e-05,4.07708867585376e-05
"P-hsa04370-23","DOWN",-4.19398973311188,2.74252713007662e-05,4.18291129758027e-05
"P-hsa04630-27","DOWN",-4.19398973311188,2.74252713007662e-05,4.18291129758027e-05
"P-hsa04622-44","UP",4.18674159109089,2.83155021982085e-05,4.31518132606329e-05
"P-hsa04014-43","DOWN",-4.18378864434159,2.86860077689831e-05,4.36809663754971e-05
"P-hsa04912-19","UP",4.18190949641022,2.89241786346174e-05,4.40079149379905e-05
"P-hsa04919-18","DOWN",-4.18029879818333,2.91298200617079e-05,4.42848804179611e-05
"P-hsa05120-20","DOWN",-4.16365491650549,3.13377611982813e-05,4.76029473748791e-05
"P-hsa04931-13","DOWN",-4.15962817093827,3.18953474180476e-05,4.84107376668749e-05
"P-hsa03320-23","DOWN",-4.1577490230069,3.21587682344507e-05,4.87710987937183e-05
"P-hsa04010-118","DOWN",-4.14674258512317,3.37436518529355e-05,5.11333528886164e-05
"P-hsa04530-4 53","UP",4.14244738985146,3.43820429835622e-05,5.20586865513822e-05
"P-hsa04114-56","UP",4.14164204073802,3.45030113373219e-05,5.21997171522709e-05
"P-hsa04024-101","UP",4.13815219457976,3.50318940249151e-05,5.29571580908467e-05
"P-hsa04151-97","DOWN",-4.13224630108117,3.59445070857219e-05,5.42929913790776e-05
"P-hsa04923-52 53","DOWN",-4.1290249046274,3.64517653546034e-05,5.50148928441159e-05
"P-hsa04210-99","DOWN",-4.11855536615263,3.81477066592555e-05,5.75282135793917e-05
"P-hsa04064-135","DOWN",-4.11211257324507,3.92283095785129e-05,5.91102881681046e-05
"P-hsa04380-16","UP",4.11130722413163,3.93654099039142e-05,5.92692688440955e-05
"P-hsa04620-29","DOWN",-4.10754892826889,4.00112462924644e-05,6.01933424576289e-05
"P-hsa04015-3","DOWN",-4.09842163831653,4.16218261969027e-05,6.25661425844468e-05
"P-hsa04152-49","DOWN",-4.09707938979412,4.18638018159621e-05,6.28794973632865e-05
"P-hsa04530-4 45","UP",4.09573714127171,4.21071117528706e-05,6.31943533187082e-05
"P-hsa04151-24","DOWN",-4.08177775663868,4.47183475992622e-05,6.70596483582861e-05
"P-hsa05160-85","DOWN",-4.07989860870731,4.50813710949886e-05,6.75500416726826e-05
"P-hsa04370-37","UP",4.07023441934599,4.6992922770198e-05,7.03581190078943e-05
"P-hsa05132-13","UP",4.06701302289221,4.76470078839528e-05,7.12805317306982e-05
"P-hsa04152-60","DOWN",-4.06298627732499,4.84767564549001e-05,7.24640598481216e-05
"P-hsa05211-27","DOWN",-4.06271782762051,4.85325573257279e-05,7.24897114196381e-05
"P-hsa04920-6","UP",4.06110712939362,4.88686434186151e-05,7.2933631705109e-05
"P-hsa04921-11","UP",4.04177875067096,5.30776518594021e-05,7.91523647760241e-05
"P-hsa04931-137","DOWN",-4.03721510569478,5.41204142475217e-05,8.06432860431698e-05
"P-hsa03320-38","UP",4.03157766190067,5.5435338820385e-05,8.25370600214622e-05
"P-hsa04151-28","UP",4.01466533051835,5.95640884689789e-05,8.86139809419544e-05
"P-hsa04022-9","DOWN",-4.01278618258698,6.00404044133759e-05,8.92518214576015e-05
"P-hsa05145-9","DOWN",-4.01171238376906,6.03142019643366e-05,8.95878407641294e-05
"P-hsa05152-13","UP",4.00580649027047,6.18413447526731e-05,9.17835148386193e-05
"P-hsa04742-54","DOWN",-3.99654497546586,6.43090560355037e-05,9.52952520715678e-05
"P-hsa04742-40","DOWN",-3.99654497546586,6.43090560355037e-05,9.52952520715678e-05
"P-hsa05132-8","UP",3.99023640741055,6.60448360703156e-05,9.77901440157159e-05
"P-hsa04915-30","UP",3.98969950800159,6.61944993927384e-05,9.79344486283732e-05
"P-hsa05216-5","DOWN",-3.98057221804922,6.87884067488074e-05,0.000101691923609742
"P-hsa04014-79","UP",3.97412942514167,7.06769877498559e-05,0.000104401597652543
"P-hsa04072-36","DOWN",-3.96876043105204,7.22881694542241e-05,0.000106697565614575
"P-hsa05169-83","DOWN",-3.96768663223412,7.26145474476108e-05,0.000107010912028058
"P-hsa05220-25","UP",3.96768663223412,7.26145474476108e-05,0.000107010912028058
"P-hsa05166-62 63","DOWN",-3.96580748430275,7.31890652785805e-05,0.000107772909311316
"P-hsa04621-33 35","DOWN",-3.95654596949814,7.6083622474219e-05,0.000111947353538537
"P-hsa04920-31","DOWN",-3.95050585114731,7.80299414656212e-05,0.00011463130007009
"P-hsa04920-26","DOWN",-3.95050585114731,7.80299414656212e-05,0.00011463130007009
"P-hsa05160-58","DOWN",-3.94111011149046,8.11507845198034e-05,0.000119122747855361
"P-hsa04610-46","DOWN",-3.93090902272017,8.46725550669729e-05,0.000124195241052104
"P-hsa05160-7","DOWN",-3.90943304636167,9.25644054660072e-05,0.000135664706761117
"P-hsa05134-7","DOWN",-3.90809079783926,9.30800312351359e-05,0.00013631392552468
"P-hsa05200-48","UP",3.9032587031586,9.49588334409159e-05,0.000138956920074226
"P-hsa05205-415","DOWN",-3.8686286912805,0.000109509421146724,0.000160124453679855
"P-hsa04620-23","DOWN",-3.86138054925951,0.000112810099506001,0.000164822232611572
"P-hsa04115-22","UP",3.85493775635196,0.000115822604314882,0.000169091988867485
"P-hsa04210-85","DOWN",-3.83695162615171,0.000124639075016369,0.000181821854378467
"P-hsa04064-95","UP",3.82889813501727,0.000128788478133008,0.000187728970456506
"P-hsa05161-48","DOWN",-3.81305960245287,0.000137331586394097,0.000200026441052272
"P-hsa04152-52","UP",3.81037510540805,0.000138831456342928,0.000202054159890871
"P-hsa04210-86","UP",3.80312696338706,0.000142958547555186,0.000207899407142271
"P-hsa04910-32","UP",3.79910021781984,0.000145301025782112,0.000211142311670985
"P-hsa05162-27 70","DOWN",-3.79480502254814,0.000147839482473952,0.000214664759381682
"P-hsa05212-10","UP",3.79265742491229,0.00014912431354,0.000216362886466388
"P-hsa05200-219","DOWN",-3.78943602845851,0.000151071286535326,0.000219018341221229
"P-hsa04910-43","UP",3.78889912904955,0.000151398099477477,0.000219322652216021
"P-hsa04064-115","DOWN",-3.77413439530307,0.000160650650077057,0.000232546774339937
"P-hsa04919-88","DOWN",-3.7709129988493,0.000162738893884108,0.000235387945201687
"P-hsa05133-73","UP",3.76608090416863,0.000165919201745863,0.000239803098979383
"P-hsa04910-57","UP",3.76581245446415,0.000166097588830297,0.000239876117510114
"P-hsa05212-31","UP",3.76500710535071,0.000166633833293094,0.000240465439429111
"P-hsa04024-114","UP",3.75265841894457,0.000175062930569054,0.000252435094348613
"P-hsa04666-27","DOWN",-3.74594717633253,0.000179810534509452,0.000258883010544691
"P-hsa05010-49","DOWN",-3.74594717633253,0.000179810534509452,0.000258883010544691
"P-hsa05211-46","UP",3.7421888804698,0.000182521804215177,0.000262585049622449
"P-hsa05205-129","UP",3.73843058460706,0.000185271473881818,0.000266336616859993
"P-hsa04550-101","UP",3.73440383903984,0.000188260733988746,0.000270426597980772
"P-hsa04530-13 45 20","UP",3.72742414672332,0.000193549770764643,0.000277811300653764
"P-hsa05166-99","DOWN",-3.72688724731436,0.000193962350840722,0.000278190649982565
"P-hsa04261-72","UP",3.7263503479054,0.000194375757271195,0.000278570604003638
"P-hsa04390-52","DOWN",-3.72071290411129,0.000198766803816309,0.000284646201495722
"P-hsa04370-38","UP",3.71561235972614,0.000202819804374271,0.000290228797106127
"P-hsa05205-113","UP",3.71185406386341,0.000205855766434711,0.000294348641639877
"P-hsa05215-24","DOWN",-3.69843157863934,0.000217050533200661,0.00031011942138952
"P-hsa04933-30","DOWN",-3.69333103425419,0.000221452501046226,0.00031616810651653
"P-hsa04340-33","UP",3.68796204016457,0.000226176610607877,0.00032266716463907
"P-hsa05161-188","DOWN",-3.68420374430183,0.000229539592912992,0.000327216015429159
"P-hsa05200-52","UP",3.66568071469262,0.000246810968527998,0.000351569762307156
"P-hsa04630-35","UP",3.65709032414921,0.00025522807185985,0.000363283659187465
"P-hsa04919-42","DOWN",-3.65198977976407,0.00026035231902772,0.000370296399163004
"P-hsa04014-30","DOWN",-3.63910419394896,0.000273730714774954,0.000389029409786222
"P-hsa04931-29","UP",3.63735927086984,0.000275590671693175,0.00039137630590189
"P-hsa05160-56","DOWN",-3.63078225311004,0.000282710504244741,0.000401183741273172
"P-hsa04270-24","DOWN",-3.6270239572473,0.000286855720338491,0.000406758375929712
"P-hsa05160-37","UP",3.60890360219481,0.000307641883199619,0.000435903453838735
"P-hsa04390-80","DOWN",-3.60366883295743,0.000313918926999669,0.00044446181664255
"P-hsa04261-4","UP",3.60340038325295,0.000314243457777098,0.000444585766809831
"P-hsa04740-10","UP",3.60017898679917,0.0003181624048851,0.000449791010975469
"P-hsa05140-55","DOWN",-3.5940046435961,0.000325801914761193,0.000460244271153614
"P-hsa04064-2","DOWN",-3.59185704596025,0.000328499136553466,0.000463705327444923
"P-hsa04920-2","UP",3.59158859625577,0.000328837754752359,0.000463834306703328
"P-hsa04666-38","UP",3.58299820571236,0.000339847591676088,0.000479003818170054
"P-hsa05140-43","DOWN",-3.5781661110317,0.000346191225597625,0.000487578633048907
"P-hsa05161-227","DOWN",-3.56501207551212,0.000364025681852268,0.000512312212419245
"P-hsa05213-12","UP",3.56179067905834,0.000368522398654541,0.000518251888962458
"P-hsa05221-27","DOWN",-3.54863664353875,0.000387428440178576,0.000544431276235962
"P-hsa05150-13","UP",3.53977780329087,0.000400667756039938,0.000562614304139913
"P-hsa04911-4","UP",3.53145586245195,0.000413488621723463,0.000580182987549153
"P-hsa04071-89","UP",3.52823446599817,0.000418553621887664,0.000586412692054711
"P-hsa04912-15","UP",3.52823446599817,0.000418553621887664,0.000586412692054711
"P-hsa05205-81","DOWN",-3.52581841865784,0.000422390331878219,0.000591346464629507
"P-hsa05205-34","UP",3.50729538904863,0.000452914750314151,0.00063360780879146
"P-hsa04390-76","DOWN",-3.50273174407245,0.000460745088966592,0.000644081808421256
"P-hsa04360-145","DOWN",-3.48555096298564,0.00049137111719058,0.000686382885963908
"P-hsa04015-95","UP",3.48206111682738,0.000497819585133684,0.000694873170915767
"P-hsa03320-29","UP",3.46380653692265,0.000532855194379283,0.000742671875672759
"P-hsa04923-38","UP",3.46380653692265,0.000532855194379283,0.000742671875672759
"P-hsa05200-200","DOWN",-3.46246428840025,0.000535519976631023,0.000745831830853599
"P-hsa05166-114 112 113","UP",3.4573637440151,0.000545759806360932,0.000759529226063137
"P-hsa04620-22","DOWN",-3.45253164933444,0.000555628688196995,0.000772690451488186
"P-hsa05100-15","UP",3.43857226470141,0.000585080414592852,0.000813045079834215
"P-hsa04211-57","DOWN",-3.43427706942971,0.000594430853200611,0.00082542729874489
"P-hsa04066-61","DOWN",-3.42649202799975,0.00061173396918092,0.00084882612883388
"P-hsa04933-62","DOWN",-3.42380753095493,0.000617808439309596,0.00085662130978921
"P-hsa04022-60","UP",3.42353908125045,0.000618418963315286,0.000856834545922805
"P-hsa05134-6","DOWN",-3.40904279720846,0.000652233349727853,0.000903018276080777
"P-hsa04921-48","UP",3.40796899839054,0.000654805310010661,0.000905910591135694
"P-hsa05032-25","UP",3.39454651316647,0.000687760670050158,0.00095080251806492
"P-hsa04750-59","UP",3.37119138887659,0.00074880318280619,0.00103442913913432
"P-hsa04151-63","UP",3.36743309301385,0.000759083749589257,0.00104785953953602
"P-hsa04973-36","DOWN",-3.36609084449145,0.000762787032607988,0.00105142430064114
"P-hsa05215-8","UP",3.36609084449145,0.000762787032607988,0.00105142430064114
"P-hsa04742-46","DOWN",-3.34434641842846,0.000825162844587156,0.00113656791222137
"P-hsa05205-319","UP",3.34407796872398,0.00082596484444911,0.0011368378930202
"P-hsa04520-69","DOWN",-3.32904478527302,0.000871863978285751,0.00119913256837542
"P-hsa04115-25","UP",3.32877633556854,0.000872704692332604,0.0011994095258725
"P-hsa04066-45","UP",3.31830679709377,0.000906084847514534,0.00124437421225276
"P-hsa05145-8","UP",3.31535385034447,0.000915711491059606,0.00125667502357558
"P-hsa04062-60","UP",3.31320625270862,0.000922772121912298,0.00126543896250546
"P-hsa05205-270","UP",3.31186400418622,0.000927210597632908,0.00127059684525883
"P-hsa04370-39","DOWN",-3.30568966098315,0.000947883510511302,0.0012979777122038
"P-hsa04622-45","DOWN",-3.30461586216522,0.000951522089789293,0.00130106081665067
"P-hsa05222-39","UP",3.30461586216522,0.000951522089789293,0.00130106081665067
"P-hsa03320-8","UP",3.29790461955319,0.000974557903802563,0.00133158822107328
"P-hsa04950-16","DOWN",-3.29240140061132,0.000993829781199586,0.00135594521420394
"P-hsa04950-8","DOWN",-3.29240140061132,0.000993829781199586,0.00135594521420394
"P-hsa04971-39","DOWN",-3.2847505840336,0.00102121320140141,0.00139229357981762
"P-hsa04024-93","UP",3.27562329408124,0.00105479196118042,0.0014370295709328
"P-hsa03320-43","DOWN",-3.27454949526331,0.00105880886412712,0.00144145531865201
"P-hsa05120-52","DOWN",-3.2689120514692,0.00108013078136729,0.0014694164944489
"P-hsa05220-22","UP",3.26810670235576,0.00108320898658746,0.00147253627452034
"P-hsa05031-8","UP",3.26716712839008,0.00108680442212952,0.00147635416069151
"P-hsa04950-11","UP",3.25817406328995,0.00112184655967306,0.00152285394062711
"P-hsa04350-11","UP",3.24716762540622,0.00116614703511783,0.00158184514669635
"P-hsa04014-61","UP",3.24045638279418,0.00119394723329222,0.00161838512258397
"P-hsa04742-18","DOWN",-3.23267134136422,0.00122696195520622,0.00166193547145623
"P-hsa04151-109","UP",3.23132909284182,0.00123273865152948,0.00166855534651464
"P-hsa04390-59","UP",3.22649699816115,0.00125374336396699,0.0016957624735415
"P-hsa04950-5","UP",3.21441676145949,0.00130770928138063,0.00176748026791791
"P-hsa05016-52","DOWN",-3.20045737682646,0.00137273582664958,0.00185403341309908
"P-hsa04062-59","UP",3.19857822889509,0.00138171363767724,0.00186481639157015
"P-hsa04115-58","UP",3.19589373185028,0.00139463304039164,0.00188089977266335
"P-hsa05200-202","DOWN",-3.19374613421443,0.0014050486660654,0.0018935857022548
"P-hsa05133-27","DOWN",-3.18810869042032,0.00143273188004973,0.00192950826056948
"P-hsa04066-60","DOWN",-3.18622954248895,0.00144207077582239,0.00194069209142238
"P-hsa04310-33","DOWN",-3.14730433533916,0.00164859018763722,0.00221702881147485
"P-hsa05223-24","DOWN",-3.13844549509128,0.00169924322963023,0.0022835102426836
"P-hsa04150-56","UP",3.12314386193584,0.00179011886359424,0.00240391051403207
"P-hsa04710-11","UP",3.11884866666414,0.00181641909477307,0.00243748370657674
"P-hsa04917-37","UP",3.11428502168796,0.00184475180547386,0.00247373437245816
"P-hsa05214-27","DOWN",-3.11133207493866,0.00186330050965389,0.00249504051114254
"P-hsa05214-48","DOWN",-3.11133207493866,0.00186330050965389,0.00249504051114254
"P-hsa04630-24","UP",3.1078422287804,0.00188544253112683,0.00252288886476029
"P-hsa04612-17 28","DOWN",-3.09334594473841,0.00198002820293914,0.00264756443956795
"P-hsa04014-70","DOWN",-3.08582935301293,0.00203076927179086,0.00271347802982882
"P-hsa04621-23","DOWN",-3.08126570803675,0.00206215565500507,0.00275345481052635
"P-hsa04622-5 33","DOWN",-3.07186996837991,0.00212818039570442,0.00283959205002951
"P-hsa05110-52","UP",3.07133306897094,0.00213201115807876,0.00284268154410501
"P-hsa04261-73","UP",3.0675747731082,0.00215900402951236,0.00287662752795823
"P-hsa04611-43","DOWN",-3.0619373293141,0.00220008119177381,0.00292927772588195
"P-hsa04151-2","UP",3.04985709261244,0.0022905261705018,0.00304753694741942
"P-hsa04062-35 36 37","DOWN",-3.04502499793177,0.00232764827548165,0.00309473293040651
"P-hsa04015-63","DOWN",-3.04234050088696,0.00234850895422171,0.00312025693917842
"P-hsa04660-26","DOWN",-3.04019290325111,0.00236532060220026,0.00314036903731613
"P-hsa04210-70","DOWN",-3.03240786182115,0.00242719065966025,0.00322023315242052
"P-hsa04728-61","UP",3.02381747127775,0.00249717745044141,0.0033107455102672
"P-hsa05164-24","UP",2.99777784994306,0.00272075623444221,0.00360461772303219
"P-hsa05010-50","UP",2.99724095053409,0.00272555275383719,0.00360842411164331
"P-hsa05014-51","DOWN",-2.99482490319376,0.00274723275588645,0.00363456181244216
"P-hsa04922-78","UP",2.99240885585343,0.00276907036036071,0.00366087103314777
"P-hsa04610-23","DOWN",-2.98730831146829,0.00281569335827364,0.00371988784515588
"P-hsa05152-68","UP",2.98650296235484,0.00282312006850359,0.0037270747702412
"P-hsa05164-19","UP",2.98086551856073,0.00287560991634846,0.00379370197121639
"P-hsa05200-75","UP",2.97469117535766,0.00293411985758903,0.00386817206805131
"P-hsa05162-13","UP",2.97146977890389,0.00296507618917781,0.00390623801327077
"P-hsa05166-26","UP",2.9712013291994,0.00296766928789785,0.00390691058533078
"P-hsa04919-27","UP",2.97039598008596,0.00297546091269045,0.00391442122875686
"P-hsa05220-4","UP",2.95240984988571,0.00315441225595541,0.00414693580390495
"P-hsa04723-67","UP",2.9510676013633,0.0031681524601809,0.00416208264376706
"P-hsa04066-55","DOWN",-2.94596705697816,0.00322086419361871,0.00422837034795571
"P-hsa04066-29","DOWN",-2.94194031141094,0.00326304187058202,0.0042807458386097
"P-hsa04520-58","UP",2.94100073744525,0.00327285770286521,0.00429062267685194
"P-hsa05162-27 28","UP",2.9223434829838,0.00347557942974519,0.00455320321941479
"P-hsa04911-54","DOWN",-2.90301510426115,0.00369747246184653,0.00484051523965394
